name,performance,dropout_status,course,forum_score
06373182f57cba093af22253f8168c52a9a78364,1.0,0,0,0.69
7d0b1a43172390b552887abf7401502a98bf3d3d,1.0,0,0,0.27
4f5e1cd04736ceec53e1cd73aeaa30474b78ed4b,1.0,0,0,0.64
6add56beb2a9f505dc6f37517afe97ef6616c7d1,1.0,0,0,0.84
55b5c35c8b429a6c78e16fd9a1f2c4c94f382761,0.0,1,0,0.38
de91a788469214f501464785cb392c4ee144e0ea,0.61,0,0,0.71
5fa44f4d7ec6e3cb742edd14dcb6f8ff4ae21a61,0.9,0,0,0.73
ad2a50c17b4001e23fa15cd29593035cdb83510b,0.17,0,0,0.77
0c9e00292f4daba30b0eba8de68d7475ba419a5b,0.0,1,0,0.12
e9aa828b341e953f85d35ed4f68765c854f2b3b2,0.0,1,0,0.04
c4d65af973359e9b6fc2e1368d51a50c45e57de4,0.0,1,0,0.58
5343c160d25a70c6e807c9e43a35c0cff3e1e6b0,0.0,1,0,0.63
fb22ea8ee8b1e7d2c51a83e89c47b9d0a2968aa8,0.0,1,0,0.90
6d7e3936922c50a71a7916852ef13fe0d34af504,0.0,1,0,0.27
a77fee30bcef00b6396b69496c9aa02ee7aaba46,0.0,1,0,0.62
e112e42492fe2512ae3b0006515f86553b9cfbe1,0.0,1,0,0.01
bcc79581d282edf100f83bb767daac69f917386a,0.0,1,0,0.67
43ae1bc1b94d89a4e40357eb3a766bdb8fccf2cf,1.0,0,0,0.27
56dc05414fcf6c83b2618a90f451409fd2c9922e,0.1,0,0,0.08
85eb1d4c08a999a91526abb3122f5cf8f8adce85,0.17,0,0,0.52
099f0db9de83884e1f396102b1e784764911f7bf,0.0,1,0,0.66
541e2c553209669df21be57763b91f07a4f7b2be,0.0,1,0,0.44
feff881249654799bf271af3c525fef2243b4dd9,1.0,0,0,0.52
e51754a5bcc1dc7f8181254077e6561285b2351d,0.0,1,0,0.17
76604a0dfafa46682ced4b2d54ae62147227f75b,1.0,0,0,0.68
11c7a82831cd5c88443da965b9df9b986578ef9a,0.0,1,0,0.75
d6084659fbdeb2b63de1d8a539cbdd91d6392513,1.0,0,0,0.75
47abd40d5e2c176d8e76346fb6eaff78e8273e7a,0.0,1,0,0.22
106835dad7dc31e8e1e1b73de9c480dee57c5bf5,1.0,0,0,0.03
cc2a3a14653777a2b86cf2515fdb057cc74ca217,0.0,1,0,0.34
c4bc3888b207c6a50051118771ef9bcc89344d9e,0.85,0,0,0.03
0bd4bc9866ba6963a3ca0563fd00578d90338eb5,1.0,0,0,0.16
a10d541f6e3aed5a9e4b0e6439375e0d46352000,0.0,1,0,0.58
720dd8d9c8caafceb4de799a5c1fd8142dee2c4f,0.1,0,0,0.03
cfe8df24a4bc0871623df0053c212e7815c20fa5,0.14,0,0,0.22
2139ae321c2649819952863d03108e2e91b58447,0.18,0,0,0.63
c375563b29db6a08d8d89261033cad88997baea8,0.16,0,0,0.10
7aa46bbebfbce11581648e2c50ac13483b9ecc63,1.0,0,0,0.08
fa82c89a27506fce1565a9f413ce6f5ba79f117e,0.0,1,0,0.42
af1febf1c6b9d9715a3badfb8f3715a7cb5da758,0.85,0,0,0.49
357d4de06d86924ac6afef44a0e29716147068a5,0.99,0,0,0.14
3ff2c5dcbae9fb947d0c53442c474ac36f98966f,1.0,0,0,0.14
e6bcd886b0f4813001561d579e7ec893f07afb21,0.99,0,0,0.67
6e639df7fcf284cd7cc3763d431448ab5af9786d,1.0,0,0,0.01
94d4778248d3fe0d8ce67f431b011a903cd6a6c1,0.99,0,0,0.51
208c086b0652387837f5bf05488f0cb9e7f096af,1.0,0,0,0.51
f92df69cea7a94fa4db6b0a90e9175cffeed9ef4,1.0,0,0,0.56
e865576f0c247ab499afe393357a2a5a6b62390d,1.0,0,0,0.88
