name,gender,year_of_birth,level_of_education,country_three_letters,country_name
8f17544f8728e43e8e389993af05e24815cc52a1,m,1949,Bachelors,PRT,Portugal
8f17544f8728e43e8e389993af05e24815cc52a1,m,1949,Bachelors,DEU,Germany
ef63fd380535cf69f12a9a021440f66341c9fb73,m,1998,Junior secondary/junior high/middle School,CAN,Canada
4f026f85e10afc8aba17e1faf872a508066defe5,f,1984,Masters or professional degree,USA,United States
14d68ce606275ac36a5bea89c6e9aadebf629077,f,1988,Masters or professional degree,UKR,Ukraine
ec9234be12fd5bc3cf6ebcc37b6fdf386c218add,m,1980,Bachelors,PHL,Philippines
122f29a8f9b91c827ccf107d7990e4af3dfaedc3,m,1988,Masters or professional degree,PAK,Pakistan
024fe01154eb6e695cf7aea6afc26e593878192a,f,1987,Junior secondary/junior high/middle School,COL,Colombia
6a383f76b7bfe20d927291cc534c8e0b6577ed00,m,1974,Masters or professional degree,RUS,Russian Federation
342f1370051984b5af3364de7916879f7b9403f9,f,1990,Bachelors,USA,United States
5f8f2f4e50358990f74ca85bfcde7de06d1f5ce8,m,1969,Other,GTM,Guatemala
84adf1fb424f3c18245d7a3444def126e5512cd9,,\N,User withheld,TUR,Turkey
84adf1fb424f3c18245d7a3444def126e5512cd9,,\N,User withheld,ESP,Spain
a70eba5a54679fdc8016ac716f0d57cc59ab6cb0,m,1968,Masters or professional degree,USA,United States
98912f801690e6f9b6236625c103e09989dc7abd,f,2000,Junior secondary/junior high/middle School,USA,United States
97dd3d5e3d25739bd98b826af291c2aca42fa1e0,m,1968,Masters or professional degree,ESP,Spain
c0a3fe0d8a30e8178b9ed2608b7c9cd50d889c2a,f,1979,Bachelors,MEX,Mexico
17ed8f44f774a0ede9733c623403eb0da8f9617c,m,1988,Masters or professional degree,USA,United States
d1e1ba58038caa74b28403949b6f418626d98584,,\N,User withheld,IND,India
a23996b8406b120002792e25047f4bd581a7247d,m,1979,Bachelors,USA,United States
65d2487a052dbe39cbc01f4902c23479ae3d6c76,m,1989,Bachelors,EGY,Egypt
5da6de051f0251a90fd13a9cef12781ba73f3f75,f,1981,Associates,CAN,Canada
5e023171a55a497015c17f55ba2c181ba3809b69,m,1984,Masters or professional degree,RUS,Russian Federation
5e023171a55a497015c17f55ba2c181ba3809b69,m,1984,Masters or professional degree,ARM,Armenia
0d59d41971194496e795ecdfaee3159d26ab5664,m,1995,Junior secondary/junior high/middle School,IND,India
0d59d41971194496e795ecdfaee3159d26ab5664,m,1995,Junior secondary/junior high/middle School,JPN,Japan
d9f0bfb5921bb3263f19cb03a66be373bf2b1ebe,f,1990,Bachelors,USA,United States
4c5ac08a93058d0962035262abb106d96f9d5a35,m,1967,Masters or professional degree,USA,United States
0160974889662a969ee4cc8b274f046f78a4e8b3,,1989,Bachelors,COL,Colombia
8647f8cd4113fa7344347a43f85525b85ae58e69,f,1984,Masters or professional degree,USA,United States
eab3b1b73906c47cb5a902cc1d2669a2bb561400,m,2000,Junior secondary/junior high/middle School,USA,United States
f40efb7995adaeb2a2c9424c4d06ab2ecb191080,m,1992,Secondary/High School,BGR,Bulgaria
ef6355382826911e22d958257cf74189d287b3c7,m,1960,Doctorate,USA,United States
ef6355382826911e22d958257cf74189d287b3c7,m,1960,Doctorate,FRA,France
4977e7695b8d348e1c973490309b10f2403a2909,m,1987,Bachelors,USA,United States
ad6e5654840a357dd65f505c022e1528aeadbd4d,f,1993,Secondary/High School,USA,United States
334b9cd564c70540760c6528a75e1a786d99fc4f,m,1987,Secondary/High School,MEX,Mexico
5b379e34740b2ecc026a57b6fa4d6c2af6f630d0,m,1989,Bachelors,GBR,United Kingdom
5b379e34740b2ecc026a57b6fa4d6c2af6f630d0,m,1989,Bachelors,BGR,Bulgaria
5b379e34740b2ecc026a57b6fa4d6c2af6f630d0,m,1989,Bachelors,SWE,Sweden
5b379e34740b2ecc026a57b6fa4d6c2af6f630d0,m,1989,Bachelors,DEU,Germany
5b379e34740b2ecc026a57b6fa4d6c2af6f630d0,m,1989,Bachelors,MYS,Malaysia
72202e3166488a8374f5d5e8070117405b15be1e,f,1994,Secondary/High School,IND,India
8fcf48bd40846c5d73eb2e085a9d4f464004aa02,m,1975,Masters or professional degree,CAN,Canada
b93a0a9d0843f2e52fa9d35635e63f3eb3f89fc3,m,1997,Junior secondary/junior high/middle School,USA,United States
9b65a988a4a7f99de1827829f69e09b7254f8f98,m,1942,Bachelors,CAN,Canada
d57f92f2fd7775c44c42605312c24b16fb55a94f,m,1988,Bachelors,USA,United States
a4b64bbf62c99dd28bfcd68aefd61a2d978145a8,f,1974,Masters or professional degree,USA,United States
848a401b1582aed7496b9339359c7f245b7e4d49,m,1979,Bachelors,SGP,Singapore
3b0632c706d7db6e5d11a9fed30d0efa24982d9e,m,1992,Secondary/High School,PER,Peru
3b0632c706d7db6e5d11a9fed30d0efa24982d9e,m,1992,Secondary/High School,CHL,Chile
dd987323f34b7f16197959454605e8cd1ad0043c,m,1986,Bachelors,USA,United States
dd987323f34b7f16197959454605e8cd1ad0043c,m,1986,Bachelors,CAN,Canada
f5b13988d083fa5d038ef70ddeb057ea572a1f13,,\N,User withheld,USA,United States
1ae9da96caae96a32541361931f0753384fe6a7b,f,\N,User withheld,USA,United States
3c5472b8de5b78fa9c7c6156f0b589b6c40883e9,m,1995,Secondary/High School,GBR,United Kingdom
3c5472b8de5b78fa9c7c6156f0b589b6c40883e9,m,1995,Secondary/High School,IND,India
7dc7c2ec603d07a5e6fb8d16e5dbd0ca2da4ee3a,m,1986,Bachelors,PER,Peru
64dd70474099ad76344ca9856bc49377af64b824,f,1983,Masters or professional degree,USA,United States
c28a77f5f483046fc659dae1db6e87a843b537d1,m,1963,Doctorate,SGP,Singapore
c28a77f5f483046fc659dae1db6e87a843b537d1,m,1963,Doctorate,BGR,Bulgaria
a258ec8d99594bca39a9fed89c8ac8dcbf5bbb45,m,1996,Secondary/High School,IND,India
31e8abc9ec85125fbfa8a9dd3249464102989154,f,1988,Bachelors,USA,United States
8e76319a8cfe0d2bbf82efee1b5c52feeaed155e,,\N,Bachelors,IDN,Indonesia
23350d1ee30fcaba1032d4c6fea6244a8bc45b3d,f,1992,Secondary/High School,USA,United States
ed6a0af8c98311e44e87bc1457c7e36b220373a6,m,1985,Secondary/High School,ROM,Romania
f34c6292024e12cce5fac9b6078d70dd4ace7f50,m,1986,Bachelors,GRC,Greece
85c1eb18bae1c4daed14e0161e0ebfebcffed1ee,f,1980,Bachelors,USA,United States
95f35e85881327b210e3c86095cdbaef1b5343f9,m,1974,Bachelors,ITA,Italy
5a22e3cb9d774d31b7dcc34230b1b6231c77fbbd,m,1995,Secondary/High School,GHA,Ghana
2d3c2e0d861c2d83815de814541acab09a1ae69c,m,1984,Masters or professional degree,SAU,Saudi Arabia
7f1916f4d421dbae7abdd608bf2402ba7c62a93b,m,1979,Secondary/High School,PRT,Portugal
7f1916f4d421dbae7abdd608bf2402ba7c62a93b,m,1979,Secondary/High School,GBR,United Kingdom
a9644b9c2fd04d45d8b20d63667e9787c4ee8e3c,m,1986,Doctorate,MAR,Morocco
4ce29ef587ba3a3d26c93e1b0ebc67908063f3f0,m,1969,Masters or professional degree,USA,United States
234b11d195cb5011982e381cf43ce067ff2db585,m,1988,Bachelors,USA,United States
87c7060d545b5bb96bac6021b65e654a9cf95e2e,f,1993,Secondary/High School,CRI,Costa Rica
0315159ff22b750babfc5b88f62a647131d77f4b,f,1989,Bachelors,CAN,Canada
0315159ff22b750babfc5b88f62a647131d77f4b,f,1989,Bachelors,USA,United States
63ea2e93995f50a4b82ab7bd870cfd0667b2ca45,m,1986,Masters or professional degree,ISR,Israel
cbcebdaaf4549c63f7ed3d21c409341dad437c89,m,1965,Masters or professional degree,USA,United States
5fe927d2953a8569e3932a17a6f9e34f54902a7b,m,1987,Associates,IND,India
25b8a8efd9b54efa01c6e25088bb4f2c9b838ba4,m,1996,Secondary/High School,IND,India
f1dc17348eeaaa31d7f3f6e11c3a5ea03988505f,,\N,User withheld,USA,United States
185d104a2f9835562fdcbac28be6185d35f19298,m,1996,Junior secondary/junior high/middle School,PER,Peru
1f2af24d459c6f7d8f72e9434942f5b7847bd3cb,m,1996,Secondary/High School,ESP,Spain
1f2af24d459c6f7d8f72e9434942f5b7847bd3cb,m,1996,Secondary/High School,USA,United States
9a09f490331a2894a36dfa3674708c828bb3be37,m,1994,Secondary/High School,USA,United States
3f83628869207f79bf5aa95aacd471b7ad1c4e5e,o,\N,User withheld,IND,India
842e47e6ee631e060e6eca58267c1322bd36b380,f,1989,Bachelors,USA,United States
8b5412a0d15bd6b60ab56837c22767a3e6356b8c,f,\N,Bachelors,IRL,Ireland
358ab154209a9b2b22885b1d45435f5ae9e68d7e,m,1996,Secondary/High School,USA,United States
bffa8860ed204b1cf189240a900953ab95473182,f,1957,Bachelors,USA,United States
be8e69786c1afbf510ebbaa32de9ea37f4880e35,m,1989,Masters or professional degree,CAN,Canada
bffb3ad65c0794a610e26200e92cf21154b60ccd,f,2002,Elementary/Primary School,GBR,United Kingdom
bffb3ad65c0794a610e26200e92cf21154b60ccd,f,2002,Elementary/Primary School,DEU,Germany
33fe39ad26d811d5c8370710be6a0c0c336566b1,m,1985,Bachelors,PAK,Pakistan
3dc7e589e08c8bb2f999bae99ffab817820036ea,f,1989,Masters or professional degree,DEU,Germany
98334ed0dae448711d9fc4bc41129136d50fba40,m,1977,Other,USA,United States
c661d3f29024e965cbad23d7cc9611f80c0f4f54,m,1994,Secondary/High School,EGY,Egypt
539e2a280766202fb90fe1bf11fa383f1b46c3d6,m,1971,Bachelors,CAN,Canada
8958d59cc6c65d378d04ad55bdfc3c7a885aa1b2,f,1996,Secondary/High School,USA,United States
ad504bd81b71cdda1ca76054e01831814ddd344b,m,1997,Secondary/High School,MEX,Mexico
ed00f9f0b54fd094d955f080f0a35eee49231288,,\N,User withheld,CHL,Chile
ed00f9f0b54fd094d955f080f0a35eee49231288,,\N,User withheld,ARG,Argentina
bd840519112cbd929bf6255c2d5b6573844ced03,f,1999,Junior secondary/junior high/middle School,USA,United States
f421118c0773e4e47763abc3b556fd131c4866c0,f,1980,Masters or professional degree,USA,United States
dd8886dbb17980ff1d437be7f200e48464f1c321,f,1955,Masters or professional degree,USA,United States
b31e2194622df596f5246aa23ad35ba3d53943f9,f,1987,Masters or professional degree,ROM,Romania
c4c863db4f609bf83cc5ccf802e4745039667445,f,1989,Masters or professional degree,ESP,Spain
06373182f57cba093af22253f8168c52a9a78364,f,\N,Bachelors,USA,United States
6f3902af6606d36563abe0f6708160c09196285f,f,1976,Secondary/High School,ZAF,South Africa
a6296f0bc253ed5b1a8ce7192017addcd20672b7,m,1981,Masters or professional degree,IND,India
cdf0fe66019d66bcab375617ee4c87cea024946f,m,1993,Secondary/High School,IND,India
d13e788a86acda9ed1926e871e989f0142564be7,f,1980,Bachelors,ESP,Spain
d13e788a86acda9ed1926e871e989f0142564be7,f,1980,Bachelors,AUT,Austria
66ead5b4987b2f2352c47dfc6a89b0c5d6dc8e86,m,1989,Bachelors,CHN,China
95a29e7478f5486239939d3d29fff287076ae9cc,m,1984,Bachelors,SGP,Singapore
8e091602b6795b1912622fc8ccc0ab4b4f41d525,m,1980,Masters or professional degree,USA,United States
1516b33532911374fa05c50821c2d44960247347,m,1986,Masters or professional degree,DEU,Germany
4d4e018e6f44466a6ab6e4c1aba354f0c010d11b,m,1994,Secondary/High School,ZZZ,Reserved
4d4e018e6f44466a6ab6e4c1aba354f0c010d11b,m,1994,Secondary/High School,IND,India
5e14e169c23a5f00a19000cfec79a48182fe374f,m,1996,Secondary/High School,IND,India
7c1a37a145d6a501f7382c797f25c3004883282d,f,1992,Bachelors,IND,India
82ca85afbbf8b07fe78e32e8ae26908242119bb3,m,1993,Secondary/High School,IND,India
09ffcada558c5842ea7d888db9ee0f5fb2f910aa,m,1989,Bachelors,IND,India
db2d75df11658d9c3a3ea0ebc1559fd26d9cf292,f,1993,Other,SAU,Saudi Arabia
db2d75df11658d9c3a3ea0ebc1559fd26d9cf292,f,1993,Other,USA,United States
aecfb48cbf633ed6a55bc14e258d4889b5443f55,m,1993,Secondary/High School,CAN,Canada
384d610a9aca95b51a4a5e2fe5a4eaeb685be01b,m,2000,Junior secondary/junior high/middle School,USA,United States
ace7c2c23f8c74376bbf437726bf5d11462817b3,m,1988,Associates,PHL,Philippines
f68e578f952a3f86a6ab050d9af7e20b911d4bf8,m,1994,Secondary/High School,CHN,China
f68e578f952a3f86a6ab050d9af7e20b911d4bf8,m,1994,Secondary/High School,IND,India
02a9ff17966c746392a9b55d48c841b9db099b8b,m,1989,Bachelors,USA,United States
d86fc0e13aa9dd62bed2effe5b344045429869f2,m,1991,Bachelors,IRN,Iran (ISLAMIC Republic Of)
762c8ed287b2cb71d16ca7eaa3dc157eb368b522,f,1994,Associates,USA,United States
de79ab2a4c0be9fdb18166a9a991a66786734699,m,1975,Bachelors,USA,United States
2ec5b00fbdab032c5e24abd2117dde3a2b46f952,f,1970,Bachelors,USA,United States
dd652f1b49cfdbf6bdb603225b90ea1285d0445f,f,1994,Secondary/High School,GBR,United Kingdom
88754b627fce9287f5648d875470dda45da0a5b7,f,1993,Secondary/High School,MYS,Malaysia
d8aa54e9b56f644f74b7195d18fec6be70d30a51,m,1965,Masters or professional degree,USA,United States
d8aa54e9b56f644f74b7195d18fec6be70d30a51,m,1965,Masters or professional degree,ZZZ,Reserved
a1d080efb28ffe51ca43330aec1c73a0da78a77f,f,1981,Bachelors,HKG,Hong Kong
554992a9009d20a6ed369cd728a469fc5105583b,m,1996,Secondary/High School,IND,India
09cbe6602d4d0aaaa0925c91556eedcaa56f1af9,m,1990,Secondary/High School,USA,United States
0a793de5a4bcf55053d1d8cef924443384c7f378,f,1990,Bachelors,GHA,Ghana
91b5ad81a90d18993b3be0d1590f9c8a90a27ee7,m,1994,Secondary/High School,SAU,Saudi Arabia
91b5ad81a90d18993b3be0d1590f9c8a90a27ee7,m,1994,Secondary/High School,RUS,Russian Federation
91b5ad81a90d18993b3be0d1590f9c8a90a27ee7,m,1994,Secondary/High School,ROM,Romania
5976b0f42b835a3e3429a48c82f6e929a48a5cf8,m,1993,Secondary/High School,PRY,Paraguay
fcc48102d4927637685e595e9e464ecca2b5a905,m,1983,Associates,IDN,Indonesia
862e140ea556a2b2d56045be0198aa36d385ee74,m,1980,Secondary/High School,ROM,Romania
a8baa42fcfc3edea2607f38d6db4ca61499b0ba7,m,1971,Bachelors,ESP,Spain
3a517146087464de2dc3c922fdd18041f933ada0,m,1967,Bachelors,IND,India
d6b4957777f3d6ec30c131f8600a92db47e9bb3e,m,1993,Secondary/High School,IND,India
41a3689b8be1a414ed9e9e5d5980b4cf69381516,m,1957,Bachelors,USA,United States
be6b7b8b58f9c2ef3f1b87629fe32ccd84d632e4,m,1984,Bachelors,USA,United States
e9f6f20e2092525c0248155433afe47484585a78,f,1993,Secondary/High School,PAK,Pakistan
d901d3fbcfc650b720dee37e7c3330459f6a9c36,m,1995,Secondary/High School,RUS,Russian Federation
e0b519081c4808f71ae499dac0688fe3d0f2013f,f,1996,Secondary/High School,JPN,Japan
756a205b1a1dcb3185225435dc22d3c12d5be0ba,m,1987,Bachelors,USA,United States
21a3f2c88edcbfc4db2c85142642d7e7b3983087,f,1991,Bachelors,USA,United States
7bc1cc8b3e40603641f334aaee30e25b8d14f3b7,,\N,User withheld,USA,United States
e2e4577f4daa480fe38e9f75512c2c2e6b800023,m,1995,Other,IND,India
12bc531e1dc861ed41b4d9384f3229c3d110513f,m,1991,Bachelors,IND,India
06737ce11f3011cd00f1a399729946b9490e97e9,f,1994,Secondary/High School,IND,India
4763e220f3116c1d8462d3742b5fe6f9d88df4c4,m,1969,Masters or professional degree,HUN,Hungary
25f6538866ab435099ee027a63e282e5538fb9d7,f,1985,Masters or professional degree,RUS,Russian Federation
25f6538866ab435099ee027a63e282e5538fb9d7,f,1985,Masters or professional degree,FIN,Finland
19c5d7deb1a66e44eb9cc3d51c1164d85988eb5f,m,1989,Bachelors,USA,United States
a65dc12755cd7ccdf6adbf647b5f7a69ad8a1df6,m,1993,Secondary/High School,GBR,United Kingdom
a65dc12755cd7ccdf6adbf647b5f7a69ad8a1df6,m,1993,Secondary/High School,USA,United States
1a470909fbd4a16ea05c18a29dda66a8652ea064,f,1968,Associates,USA,United States
aefcde6010d43313f50d5b69ca13a9c9dc514aa9,m,1996,Secondary/High School,USA,United States
c6984fe7cd28e91923e5cea4f7b34527122d96fd,m,1995,Secondary/High School,PAK,Pakistan
0a8a264dfdea6e873f03249a1c19493b64a30c75,f,1993,Secondary/High School,ESP,Spain
0a8a264dfdea6e873f03249a1c19493b64a30c75,f,1993,Secondary/High School,FRA,France
eb654ac59fd0ed19bbb438abeaa792b685110602,m,1968,Secondary/High School,USA,United States
1e6c3bdb798ec21a20138d03fecc2cc52958d2a8,m,1991,Bachelors,GBR,United Kingdom
1e6c3bdb798ec21a20138d03fecc2cc52958d2a8,m,1991,Bachelors,FRA,France
568dc1685240b9e9906a50c1c5971ce6f4c8cfb9,f,1996,Secondary/High School,IND,India
759070c50b5fa9b88bae6ea5cf58ae6e167e4eec,m,2003,Other,USA,United States
48d7ea798c1acdfcdc3c98699be88e1b48986b7c,f,1993,Other,GBR,United Kingdom
e28301d2b11970adfb625e8905d3d4b39fb16a49,f,1957,Masters or professional degree,USA,United States
fa1a32b6adffbf6d6a5c861f6c568da391d03b38,f,1976,Masters or professional degree,SDN,Sudan
10b1fa9921ac69c190cccaabb682a9e8d9a87074,m,1990,Secondary/High School,USA,United States
2259fca70f7d1601ca661def317dcac0408d2fb1,f,1993,Secondary/High School,BHS,Bahamas
0b2ecc1e8397c3e4e49f12bea3040bd4e7e57d57,m,1974,Masters or professional degree,USA,United States
3d6524b39a0b7bd9aeecd49886302ebde18f0a62,f,1983,Bachelors,USA,United States
6dd71ebe173c912aa8c0a13d93b81dcad8d1b8a1,f,1997,Junior secondary/junior high/middle School,USA,United States
9b9067d2cd2bf8b6f4b43ab2c38321f513ac0ec2,f,1992,Bachelors,USA,United States
8ef3c88bf53d25c24cbcf3dfc8b14732cce712ff,m,1980,Bachelors,USA,United States
7ef7b945a61f1cdde4dba85849eb02e736ca5156,m,1993,Associates,USA,United States
91e4d92016263847370bde324eaff10a39f61559,m,2000,Junior secondary/junior high/middle School,IND,India
91e4d92016263847370bde324eaff10a39f61559,m,2000,Junior secondary/junior high/middle School,USA,United States
91e4d92016263847370bde324eaff10a39f61559,m,2000,Junior secondary/junior high/middle School,CHN,China
3399a7196805f792b7a81fed640c7ab89b2125ca,f,\N,Secondary/High School,USA,United States
bcefa6aa07255031cd4b8295e165bd0b8f6417ce,m,1977,Doctorate,GRC,Greece
888f15c7af1eb8b232b59789f8881fa248314a92,m,1993,Secondary/High School,LKA,Sri Lanka
905abd01fad4619441e4621b0cca449a5a01b244,m,1970,Masters or professional degree,USA,United States
5a9627826f52d9aa15a69c0f0e3898ea567c76b9,f,1993,Secondary/High School,UGA,Uganda
9783330a8612cd15f4b414bf15a180191d8513cd,m,1987,Masters or professional degree,IND,India
4538af6344603633d09dcb63f72546b116b03f4f,m,1996,Junior secondary/junior high/middle School,IND,India
0cd86f2379a80ddff077a438cc45924d898f1410,m,1995,None,USA,United States
92fed8d1248b45bf620a4068d27266f5631da39d,f,1993,Secondary/High School,USA,United States
22b58c7cfd08beb681222cb1b3ef36541b3793bb,f,1989,Masters or professional degree,DOM,Dominican Republic
146b35b84a12b7cd02f3e089ebcc473a35ba7543,f,1986,Masters or professional degree,USA,United States
30840db8e632ab041e50d861339a7e7f291c930f,m,1997,Secondary/High School,GBR,United Kingdom
30840db8e632ab041e50d861339a7e7f291c930f,m,1997,Secondary/High School,DNK,Denmark
17c34b2225f7ab4a050991d77271f1c5aaf9a033,f,2000,Junior secondary/junior high/middle School,USA,United States
db0dfbeedeab35639b816b64fb8f6049c37724ac,f,1990,Bachelors,USA,United States
db0dfbeedeab35639b816b64fb8f6049c37724ac,f,1990,Bachelors,NZL,New Zealand
c78a4a747f31a6db908b40ca67bf97d3ad78a165,m,1988,Bachelors,NGA,Nigeria
cc20cc4ebb2807cef2aeefbeec5b10f478c23fd2,m,1983,Other,HKG,Hong Kong
92c46df5b7446d021aed781ae29880a4f26afbb9,m,1975,Bachelors,SAU,Saudi Arabia
cff29d5151cb461c44be507627a1ff208261620b,m,1991,Bachelors,USA,United States
ba696dba2f7dc2fdcd860ac46cc3d2a87398249b,f,1988,Bachelors,USA,United States
4797ccb13c45a2f373851028429efaea6a22942b,m,1986,Bachelors,USA,United States
2fe4f76b6f7f6ed11b10147b79835e68512083bd,m,\N,Masters or professional degree,FRA,France
1d06965b81a8e4893a358dffcea35190b74ae895,m,1988,Bachelors,EGY,Egypt
ffb644bf9049ad36a7b2c3189ebc6ade02f2b054,f,1985,Masters or professional degree,USA,United States
cb893605e2a788f565bf579fd7c819415366f7e8,m,2005,Elementary/Primary School,AUS,Australia
adec2a0803d8dd336edddacc1173e149740644ff,m,1990,Bachelors,ISL,Iceland
e2c56890c4e43a16f8b8cb11e419aba93ed99847,f,1975,Secondary/High School,USA,United States
dcd7ca48ba753a34b299c8ae83319a275fc12c4a,m,1988,Bachelors,DZA,Algeria
138bf8c6bc42b2a0ca81150c242310fd910cbbab,m,2000,Junior secondary/junior high/middle School,USA,United States
94a9d38844101296fdc1e7aea70986e8f9c25e12,m,\N,Secondary/High School,IND,India
1b21d44a459a340e0ad4d4b826968fe84cc052e0,,\N,User withheld,USA,United States
ebd968cd5f8bf2ab2452bef35f58dc746ef35fe2,m,1985,Masters or professional degree,CHN,China
ebd968cd5f8bf2ab2452bef35f58dc746ef35fe2,m,1985,Masters or professional degree,USA,United States
ebd968cd5f8bf2ab2452bef35f58dc746ef35fe2,m,1985,Masters or professional degree,IND,India
1336ecdae0a79bf64de88922e0668305b96a4dc5,f,1992,Bachelors,JOR,Jordan
ebbe0d17eca3117702235e55748c4e4c7b2a4af9,f,1982,Bachelors,USA,United States
28094d9e11e79164bff84925bd0536823e580ff9,f,1991,User withheld,UKR,Ukraine
f003e466828ad11cdd0a88549f0c188434e10b64,m,1995,Secondary/High School,CHN,China
f003e466828ad11cdd0a88549f0c188434e10b64,m,1995,Secondary/High School,IND,India
0f26d0fc447f82a955dafa020fa536fc8f8da60b,m,1987,Secondary/High School,GMB,Gambia
7fa97b820529e99cd51dcb53483ccff23abfdaa7,f,1992,Bachelors,USA,United States
42832280e0c18a319ad5623bc4acbf2aa8d3eabc,f,1994,Secondary/High School,USA,United States
2bbdbf398ed59f10e8ae2420f124ba25ca4e9def,f,1989,Masters or professional degree,SVK,Slovakia (SLOVAK Republic)
036d5bb90bc2eb268e483d4438fa8aacba023528,f,1977,Doctorate,USA,United States
b03986d3183b65ff2cfbdcb570be7cc60ee63bad,m,1995,Secondary/High School,IND,India
fe998ee91d93d0e0c5fa121dbf2e225b4a7da7d1,m,1990,Secondary/High School,SAU,Saudi Arabia
954d277a59dd135b407cc2c1847a3ee849bcfc19,m,1998,Junior secondary/junior high/middle School,USA,United States
a763d86ee681857913b11523e3736924f7e0ed03,m,1988,Bachelors,GBR,United Kingdom
a763d86ee681857913b11523e3736924f7e0ed03,m,1988,Bachelors,USA,United States
7a0ad539ae043ee0a53f763499b6ba8f0709733e,m,1996,Secondary/High School,SAU,Saudi Arabia
c0608b1db654cfe9a83a57bbc4f8ebba4584852e,f,1992,Bachelors,CAN,Canada
3b621c1cb81f99aceefbb99c440f970f71b736a5,m,1993,Bachelors,JPN,Japan
d353ab1977bdaf727a3e3088798e392c3d26eb7f,m,1980,Bachelors,IND,India
fb087057c0fc08cd70745fce514fe50907e37b8d,m,1996,Secondary/High School,GBR,United Kingdom
8c6ae4234f1f07e9c5853c776309615ffbdd64d1,m,1995,Secondary/High School,AUS,Australia
1f995852bdb5124004d1285597f90e61818be24c,m,1999,Junior secondary/junior high/middle School,CHE,Switzerland
fd7700c19fa907ab7611d6e2854abee2589711e5,m,1991,Bachelors,IND,India
659c1c0df03a829b1590133a3cac9c6bacd398a6,,\N,User withheld,GBR,United Kingdom
c4f2654c12ae7e6aa529f3e8fbc43638fd9756ec,,\N,User withheld,USA,United States
8334fcc656639cdce704063f712535c255379818,f,1978,Masters or professional degree,PRT,Portugal
8334fcc656639cdce704063f712535c255379818,f,1978,Masters or professional degree,NLD,Netherlands
003d5cef2a50c48e3a525e65485d6328dbb9cfe3,m,1989,Secondary/High School,ITA,Italy
82249293373827a3ded2d8fa055b8349058bc569,m,1969,Bachelors,PAK,Pakistan
3cb81281f1709b2f0c3b2990eccdb9f101cfcdcd,m,1988,Secondary/High School,IND,India
466a250619d00edcf3d5762da542c2c159647291,f,1982,Masters or professional degree,USA,United States
7449d39b83d78b9d03db5f23eef9bd0d533a99bf,f,1988,Bachelors,USA,United States
58109c0883e520763a865d651fc97a630ccfb960,f,1988,Secondary/High School,USA,United States
7377de0fcd04e8ac534c0ceeb31598c6e0961952,m,1994,Secondary/High School,IND,India
86bed42ca2308f7ac90c10ab11257e85d58cac93,f,1987,Bachelors,USA,United States
86fbb32d943e54fbb11dd0276a564320a57e4364,m,1977,Bachelors,USA,United States
0d17b22743985a7c8f004c2e3b4e9fd1f3530817,m,1998,Junior secondary/junior high/middle School,USA,United States
0a3f3dfb1497f57ceb1a3f8a0e38b881ebcf5c2c,f,1990,Masters or professional degree,USA,United States
4aa170e5f659b447b0b51ca0ce25f23f816704db,m,1995,Secondary/High School,SAU,Saudi Arabia
84a3183c468a5c5866924de0cf9feb6a7bc18abe,m,1956,Bachelors,SWE,Sweden
84a3183c468a5c5866924de0cf9feb6a7bc18abe,m,1956,Bachelors,DNK,Denmark
84a3183c468a5c5866924de0cf9feb6a7bc18abe,m,1956,Bachelors,GBR,United Kingdom
ff7d89778b509d3259a18459b9b685afc9ad45bc,m,1993,Secondary/High School,USA,United States
e60f5d06338a0fdf01776d501f1b1f716cddbfad,m,1995,Secondary/High School,IND,India
cde7334bfceda456992439e90b88d28d7b7c1738,m,1992,Bachelors,COL,Colombia
d50802d280091be45190cd3225ea833df4858297,m,1991,Bachelors,IND,India
32afdc29627cec3c62ce7d11f176dec2d99210ec,m,1967,Bachelors,USA,United States
c6051c2f6e3bcd9a43a09d7edb904e3f303ec14d,f,1996,Secondary/High School,USA,United States
51cb7d2ce1b541ad7534c6adb5d1b012f5433b7f,f,1992,User withheld,PRT,Portugal
51cb7d2ce1b541ad7534c6adb5d1b012f5433b7f,f,1992,User withheld,SVK,Slovakia (SLOVAK Republic)
51cb7d2ce1b541ad7534c6adb5d1b012f5433b7f,f,1992,User withheld,ZZZ,Reserved
ac88e940bbdfe79edc312d86f1d0461d4017685f,f,1979,User withheld,QAT,Qatar
7d0b1a43172390b552887abf7401502a98bf3d3d,m,1982,Secondary/High School,USA,United States
3f7b3ff16979bae98be3e43b8a17f51858b5fe9e,m,1992,Secondary/High School,USA,United States
ec4bb8e227bf1f362024744c0a0b84f047fba28b,m,1983,Bachelors,BRA,Brazil
92cf5d05a97b76a9ecd8e7b42a572d1ecc621023,f,1996,Secondary/High School,IND,India
09aaf00eab8ebb9320a96c040e410b7f68eaff33,f,1995,Secondary/High School,USA,United States
2b1a0c6a66753feffd82fc3dcba4c4a89d7b7128,m,1966,Associates,USA,United States
f430269d605add65fce4af29ca97b7739762ad29,m,1991,User withheld,AUS,Australia
cc2a3a14653777a2b86cf2515fdb057cc74ca217,m,1989,Secondary/High School,ESP,Spain
fa559748ca7408099b396b4747fb5820ba31853f,m,1995,Secondary/High School,TTO,Trinidad and Tobago
36d7bf982fa7a21461ff96384fab59978f16e876,m,1981,Bachelors,DZA,Algeria
