name,performance,dropout_status,course,forum_score
55b5c35c8b429a6c78e16fd9a1f2c4c94f382761,0.0,1,0,0.34
0c9e00292f4daba30b0eba8de68d7475ba419a5b,0.0,1,0,0.16
e9aa828b341e953f85d35ed4f68765c854f2b3b2,0.0,1,0,0.19
c4d65af973359e9b6fc2e1368d51a50c45e57de4,0.0,1,0,0.58
5343c160d25a70c6e807c9e43a35c0cff3e1e6b0,0.0,1,0,0.72
fb22ea8ee8b1e7d2c51a83e89c47b9d0a2968aa8,0.0,1,0,0.41
6d7e3936922c50a71a7916852ef13fe0d34af504,0.0,1,0,0.84
a77fee30bcef00b6396b69496c9aa02ee7aaba46,0.0,1,0,0.12
e112e42492fe2512ae3b0006515f86553b9cfbe1,0.0,1,0,0.05
bcc79581d282edf100f83bb767daac69f917386a,0.0,1,0,0.12
099f0db9de83884e1f396102b1e784764911f7bf,0.0,1,0,0.44
541e2c553209669df21be57763b91f07a4f7b2be,0.0,1,0,0.71
e51754a5bcc1dc7f8181254077e6561285b2351d,0.0,1,0,0.46
11c7a82831cd5c88443da965b9df9b986578ef9a,0.0,1,0,0.29
47abd40d5e2c176d8e76346fb6eaff78e8273e7a,0.0,1,0,0.4
cc2a3a14653777a2b86cf2515fdb057cc74ca217,0.0,1,0,0.55
a10d541f6e3aed5a9e4b0e6439375e0d46352000,0.0,1,0,0.52
fa82c89a27506fce1565a9f413ce6f5ba79f117e,0.0,1,0,0.67
0314370ec8ef139992c0fdbb68d990cad007d86f,0.0,1,0,0.66
2e926d11ba78b81978cdb93879bc6faed6930d08,0.0,1,0,0.55
6905c024dc32b322ff267f8b29706f05418de3dc,0.0,1,0,0.48
e6cf130888220435a78f946654d8487c23fccfd2,0.0,1,0,0.48
d79d4176abf0506cec0ec19f940d8b309229075b,0.0,1,0,0.41
3c5cf212c5970a5a380384d0e46e6af6e192ee4d,0.0,1,0,0.34
2a29f3ea6c95b781cffe2993e30633f7aaa7bc3b,0.0,1,0,0.66
3041670902b3ffdf8b2583100ebce9f08c0cfa8b,0.0,1,0,0.65
1998063008a7f5fa8e6e3cadd51518ba96f75fb1,0.0,1,0,0.02
d0b32b152f2ee2955202da307cd0d7ce89489fc3,0.0,1,0,0.02
97d81a10454eed6a95b4a49345bddeb73dc611b2,0.0,1,0,0.83
203504bb9283d25649f5d5a3a76526cba7d95345,0.0,1,0,0.3
a5fd77de4c72eb3c4ebc6a83245203d2c68168e3,0.03,1,0,0.39
fd45fa6b81abd501ec0408ea3af006445d75c84e,0.0,1,0,0.21
3930c49d0b19f96dd84769f99354a405d06374a8,0.0,1,0,0.11
3636ffab84745ca7b9f03ba474f2ec715244926c,0.0,1,0,0.41
0cd86f2379a80ddff077a438cc45924d898f1410,0.0,1,0,0.77
d8ce4362d703fa26add41883635b7070103c7e6e,0.0,1,0,0.74
0b2ecc1e8397c3e4e49f12bea3040bd4e7e57d57,0.0,1,0,0.87
358ab154209a9b2b22885b1d45435f5ae9e68d7e,0.0,1,0,0.9
8754f148b38ec8d66438a719da85d677633eb93b,0.0,1,0,0.06
a9371b7c036c625c49c86e75de1fd9f9e6709d04,0.0,1,0,0.37
a85d7f8ab00e9cae3bcfd9e1e0067bdf077cdb6f,0.0,1,0,0.88
7711525049b911006002f0c320404be540ff1695,0.0,1,0,0.28
0c6127772b7c90c1489aff6d7ba60c9d78adace0,0.0,1,0,0.33
2b91e351beb9460a3e0e11c9b2e1aefa8c56901f,0.0,1,0,0.55
82fdb0450d37b32c809e31be7c5976d394d40089,0.0,1,0,0.01
7ef7b945a61f1cdde4dba85849eb02e736ca5156,0.0,1,0,0.07
9910f8439dc489b22fc68d3b932118303c1fcc33,0.0,1,0,0.09
8a2b3fb200fbadb4b1526ef76f18bff3f68b9561,0.0,1,0,0.41
c0a3fe0d8a30e8178b9ed2608b7c9cd50d889c2a,0.0,1,0,0.11
7cb7c3a7ea13f430478ba3efd24472af40b2e1ed,0.0,1,0,0.8
79051d88210a58f411d8214db1e3deb7bd90f017,0.0,1,0,0.64
f57fa3c0dd4a6180d2d0f1de7f7dde7edea4ed66,0.0,1,0,0.08
8b6629d47f6bf4ded1decf4d5456885ffcb38dd8,0.0,1,0,0.49
d0796a2281e601bf8f3ef7a4790b19e7850d465e,0.0,1,0,0.66
2c51b5bb1b99c9ebbe2a600aae303b022c4410e5,0.0,1,0,0.75
8473fc40cd52bdb879e6c0678af1903db1bbc439,0.03,1,0,0.2
651dfabe35e41741a40c80407b825c0c385adb6e,0.0,1,0,0.64
694e6f753afd72a16c2a4b1db3d56bdd9a34489f,0.0,1,0,0.2
6496fb707074f70729e9ddb5ab2a3fa4a28df65d,0.0,1,0,0.76
93d26a39a469a617438f0f649e98b3479d6899d9,0.0,1,0,0.58
6388a1b71d07da091234c9ebb62377a0a1cee840,0.0,1,0,0.1
073bb42f295a1344c4340a4fc12ee6d968db48f1,0.0,1,0,0.42
f7e741913f9b684e4c684fbcdc774516fc35132a,0.02,1,0,0.34
8923e441df1f5f72c2b6d9bde2ffb870599098c7,0.0,1,0,0.29
785fc4b7311919f5b92fe4f504e08c66f2612a00,0.0,1,0,0.32
068a556c1c41ebc734632109c920165f7f32122d,0.03,1,0,0.21
7653bbb9ba526af3b5a53d4f2fd26e74886656cd,0.0,1,0,0.05
5466c5797975b51d7516543050192a385c5b4260,0.0,1,0,0.19
a6296f0bc253ed5b1a8ce7192017addcd20672b7,0.0,1,0,0.58
805b7c1dc2566f28e5ac28a4936e9f14ce23854d,0.0,1,0,0.42
82e5e62b99b0232076bd7ca95e6ddf11a2d45b3a,0.0,1,0,0.7
e82c817de876f866c6485acabdcf90fe6293077f,0.0,1,0,0.68
c883de430ee1bc576eb5917bde81e0725214ebbf,0.0,1,0,0.75
4a7b55e00701efd1dcb747207f2d31763c1b0bcd,0.0,1,0,0.84
cbc8b34a12ff65f9e83cd7f41ec1cb7a836e8885,0.0,1,0,0.16
