name,performance,dropout_status,course,forum_score
e6e4ca00fbe836ddfb3ccdfd77a6839f0948da4f,0.0,1,1,0.77
e24995a516b0faf5b6fa74f4bd95af45a86bd460,0.0,1,1,0.41
d9c10760178448d1a75a666add6ab16df59da04a,0.0,1,1,0.23
b7346e8d3f69256c90a1765c4a5846dab298cbd3,0.0,1,1,0.67
6c4b0843c77d37555e015e5e9af482e2ed125a9f,0.0,1,1,0.13
da369e36b8137a22ef9454f7a3d5df0f0b2f53fa,0.0,1,1,0.45
7dc65d65749dd7d1c51599d1f45a1a4db6877e01,0.0,1,1,0.74
9d1c301155d4543c6aa5ba2718c2b131e05bcfab,0.0,1,1,0.69
229535137a41649524001acebdf5bbd20d6889b6,0.0,1,1,0.34
972695d545644bbdb88c38840e6794b27da5cde5,0.0,1,1,0.48
d1a13550bde228649e8a46bf28ef203329430573,0.0,1,1,0.83
7f1d5bcefa5550ea72fe547011f278571268b673,0.0,1,1,0.87
cf12617833076879aaf751c0505815fcdab5c318,0.0,1,1,0.66
38a49a7e21b6f212804280850451b98bcac18896,0.0,1,1,0.07
0ac14ad5e99db197bc0fbe465598beacad36a4e8,0.0,1,1,0.24
9b2899155a3dbfa500dbd2c4e31a85ce707130d9,0.0,1,1,0.58
5b8a6d050c5d2dfe42ca4dc37d2bc88272e9e643,0.0,1,1,0.82
e89143c2dd5ab33ea388d229d9a4cebf0d97065a,0.0,1,1,0.68
f33fc053e84bf4efab63eade05f38d450475b39d,0.0,1,1,0.55
b8ad59f47dffa6904d9f627f8b44c50400477608,0.0,1,1,0.12
15173ba5400f7744472fcd111c5853c557201a68,0.0,1,1,0.48
c207fa230e3a0f9c96c9fe18f4bc68f7d1835025,0.01,1,1,0.65
5c949753de6f39f249dc4d425683e14cc4ec16fa,0.0,1,1,0.28
b555146ae1d14ec4cd38c21e0aa5a280afad8f91,0.0,1,1,0.64
1c7ce7c5f2d664623739d51939f88ca6b03f2075,0.0,1,1,0.02
fb2c34bebf96981a953c81e97b4c4c4157bc3672,0.0,1,1,0.68
9ac135807f946018603b29a827d91831415678e8,0.0,1,1,0.63
56707e7d68a01af2f9f5452601e7edcbb6b1c2fd,0.0,1,1,0.02
823472ea5c683dc0236d4fe530a37f615cb1bda6,0.0,1,1,0.32
40f9e97ebc6def5fc7b145135161e5a8e169f04d,0.0,1,1,0.57
638a22bf59ee190b5e4b01d23c9ddaf6b987e8b2,0.0,1,1,0.3
19177748d829fcfc4b0405f9aee5e7fd93739fbe,0.0,1,1,0.56
2f8124f95e3cd8cbac2db1842f8350640b579cae,0.02,1,1,0.19
5895930cd5ad92c7f52c1d2800e79365481e2a4f,0.0,1,1,0.63
14da7c08d9dfeb9f81b3e9c0ae88183d1c1f097c,0.0,1,1,0.86
8ef8c9fc030ea4a350878f957adbc20fd8692aa5,0.0,1,1,0.64
86e700b8f7e434f165b6d128e195e68830481e18,0.0,1,1,0.69
256c6f77e14f7cd7ff0646b4976cf807c427b24d,0.0,1,1,0.2
a17e284260c389b0e927a5f4bd5f4eae51f62bd7,0.0,1,1,0.56
245e88fddbb4c09e59be57a71f5d68003e427296,0.0,1,1,0.34
45a8a8272d90cc8146919c6021e799de0866cc12,0.03,1,1,0.38
0d59d41971194496e795ecdfaee3159d26ab5664,0.01,1,1,0.07
fa7d73530c3e632809a94af8eea881db5813fa54,0.0,1,1,0.66
86260585f25f9e9837bd80cf62a430d29ff5b797,0.0,1,1,0.79
1f274fb951078c63f596aa24b1d5c94161f5f9a8,0.0,1,1,0.46
e87559ebe32f218007c9b73156522ff3e5718288,0.0,1,1,0.6
e8c621a2d16ee1b78c6fb5579594bc31ee5b0924,0.01,1,1,0.11
8b22abc5840b7dc284c5be7f791910e4e5692d25,0.0,1,1,0.64
02c1753d3526cc057c34e90aaa51871d0dab9d8a,0.0,1,1,0.36
504a8251449cc10930918f0879c7706ccfab432f,0.0,1,1,0.43
4f1e1317cf34fba1e98fc83eba197ccf2fc455ce,0.0,1,1,0.04
2931c85ce21533406df709283788ee38e886b51c,0.0,1,1,0.74
a6a56a0767f58b3fad2d4e037672c00701f5d09b,0.0,1,1,0.71
583767d7ba5d54340d9aaa46d9bf88295ffb3f62,0.01,1,1,0.84
ee9d384f5772ca6160558db557572cf784202b86,0.0,1,1,0.83
b70abacfd302cb712768a0a616bfea790dd67f85,0.0,1,1,0.01
b37857fe6167de53e471a46a5e007733689c0a6f,0.0,1,1,0.18
540af004ed71aeb52c573efa358ec6f43ec6e926,0.0,1,1,0.12
d5c1ab9ca2e09666cfd06e5eb772d93400ee45ee,0.0,1,1,0.58
c9dd7c2714b9557bb0de3821bcd218400bba1f4c,0.0,1,1,0.71
f0fe71a871d104397a60959c991cafd1d484676e,0.0,1,1,0.38
4f61995ac562cdbe112efbe5fbce8a85fdee7ab2,0.0,1,1,0.75
73bda9b1f2c563c338e766aabc3ea36c1d417d45,0.0,1,1,0.23
1b798da050825d32702ca0c48657044738f8da17,0.01,1,1,0.56
71e8e3fa0cfc51ea22f154b023b221731de825b5,0.0,1,1,0.74
2c64f2f1f9e1e6e38aa7b00939b0299122aba58e,0.0,1,1,0.29
f139e1b9cb03526298b7e875db160093f6585d72,0.0,1,1,0.54
aec12df02132d8a56d2ed31100889ccef98f8fa0,0.0,1,1,0.1
1e26c9b687500af4ea1a6a432e093e4df269c248,0.0,1,1,0.82
5bfd7753dc934c2f7b35adf6f170e390f51f242a,0.0,1,1,0.63
0844b850d75c2a66f6c0f15bf15a4b93b1fbc3ca,0.0,1,1,0.2
1bb4a12d34df441ab05dfd91bbf015fc2e74fcdc,0.0,1,1,0.39
4923e93fb945725f1b6bc03ed261bb2806c2347f,0.0,1,1,0.45
3e6a95bc40db7fe553ff7b4d3d81db037f7ba634,0.0,1,1,0.37
4609d6487e61d151067cf71449f5b0d67cdcbdb2,0.0,1,1,0.06
9cbc79194c24cdbc86e59bf70f4ff753125ea951,0.0,1,1,0.79
bc077c4a24376971cbde6c1e36a3eb8aa537b34a,0.0,1,1,0.65
2c4054aaf81a00ad1542429d2d1386131c32ae93,0.0,1,1,0.16
85c82186dfc34ee028cc7a2a3b582f9a0cf2ea7a,0.0,1,1,0.05
9106aa4dff6849378061a71a657bc526017f76dc,0.0,1,1,0.55
9a58999a89c2d739ecec38423c9b6957a68d9dee,0.0,1,1,0.24
dd011e7a28c104db84ad6c271e2995ba4033c2d7,0.0,1,1,0.83
f7d385656b78a474208d8a2a8676d0fb98ba02d3,0.02,1,1,0.11
67008fb09982f7900634f8f636044a09b9b75002,0.03,1,1,0.53
fd96d7ac4c046a54d48151abbe94e83e5039da9d,0.0,1,1,0.45
7322851a3968c64cadfaa48c130360c89717f84b,0.0,1,1,0.21
e167053d13e32b906412cac44bc4e098be8603e7,0.0,1,1,0.01
56230f9f4c32979ba73e1a28bfd12e37b108dde2,0.0,1,1,0.43
f9971071708aef0280a885f23de494923e10be8b,0.0,1,1,0.18
eb3e45f27eec48eea97f58c5c46315fe9fe94f20,0.0,1,1,0.85
60693a18fadf85a709623f4bfc8607eb7d507aa7,0.0,1,1,0.75
41443093e994ebbee26dd8dfb991bf02042bd0e4,0.0,1,1,0.12
db31a56e0fc5f002dad4f84910fdbacfc1df85ac,0.0,1,1,0.24
0a041e53c9fbc42ee47520dd9e4e7f3558101bf5,0.0,1,1,0.79
3b4dad0fa39fe123f0b8c100ebe4dadd2af73aa1,0.0,1,1,0.12
90eed2364947411d71fa0fc88e12d9fb49e47456,0.01,1,1,0.68
853b22e99385723572382bd324696a4e84f5c962,0.0,1,1,0.03
6ae098488a75dac3b7dbfc1060af4a34138fc25b,0.0,1,1,0.7
c7be26523b2fb17e28d5dda4bf2a95bdfaec4a65,0.0,1,1,0.64
3cb836289c4b7718131c27a50456b12a15338ae6,0.0,1,1,0.6
255cff480d08749fa55b16b7766385bf1b9fd53e,0.0,1,1,0.9
8b10e96b4a12784c202e4feba3aa3f1bf8aaca06,0.0,1,1,0.34
e6464d0a5f4689e388ebfd7880b786e2609850bd,0.0,1,1,0.59
6413b970e50d03c6ffafaab9a4c4110dd69cfb00,0.0,1,1,0.34
0fc4c12e8f3639e05534b8f0c61dd9bbccd49413,0.0,1,1,0.15
c193d5aefab0e279a3b796dc23e2df33eaaad86d,0.0,1,1,0.35
8e0256a1839693983d092d022aa4bf349b208526,0.0,1,1,0.82
9bb6eec3bc5f63ef0b0b3d080ba26f2f7aefa7cd,0.0,1,1,0.65
62aea87815508ecd591bca5835a1b44843194982,0.0,1,1,0.66
37030fb6c4d69cd884f0a23cfe3bf65dc79fdc6e,0.0,1,1,0.45
e9bc9744e1d476be66a52d9c423735ab3c4985ab,0.0,1,1,0.28
bb50d0b332571d49f221a5852c06f35d6465f9ea,0.01,1,1,0.49
551069db4bcfe4c730e37745dadd97061b2d9d8e,0.0,1,1,0.13
eaae34691d1011a7379c2b509b236f38c1931136,0.0,1,1,0.44
b6ea93b0226dffe3b98a82c2c97b1c78a1e861ac,0.0,1,1,0.55
a097015ca6e3847105afac34664cd162327a68cc,0.0,1,1,0.4
6280bd65d5d2d42c84c3769ee553b257bb427021,0.0,1,1,0.28
e5e5a85f637ad11cf5f71d0f0d11ca5ae86a61b8,0.0,1,1,0.13
9e83e19ae3812eedde01384797c78ab8347f680d,0.0,1,1,0.87
596799d90cb19020e2c82aff4495345e997686c9,0.0,1,1,0.85
5fb8b576db91dddc7f9085482b5af7b97182e944,0.0,1,1,0.65
2e9cdc6ddabe01654f274dc06cdf1c732fa92be9,0.0,1,1,0.45
4e82bfebfb97af76dd8cc714123e04d226922b65,0.0,1,1,0.15
97b0b6b44e1ca6b25e0283ea04a25cd6cdb16a1f,0.0,1,1,0.9
317e5859aabc7867f47b8f345ddbab58244fc7c2,0.0,1,1,0.69
6da3f792b848509169c918fe7c7fc619e2d45292,0.0,1,1,0.53
4edce41b0c656a308899a4ff5cca6d4432276d4d,0.0,1,1,0.81
a35e3adae7bf788db6ff9638d650fc6eecb8f7a1,0.0,1,1,0.71
a097b66fb250bc361cb7adecdc794740377a92c2,0.0,1,1,0.3
49fd0aca59b596e097765e5e9e3f402029fedbd9,0.0,1,1,0.81
70d0efa4c598434ae5e8993cd2f1b636955368e1,0.0,1,1,0.44
46d35108ff0bf772291c8f5da0c1a4ba5ede076d,0.0,1,1,0.51
784e5f51fd8875030f0569dd8e0be7bddedb2b64,0.0,1,1,0.5
5531f02395c1778392662b7428afe9edc6490b0f,0.01,1,1,0.36
1e67994cc892ed2d49f503989f0bf8367d07f445,0.0,1,1,0.34
f4ce2590528118247f48c61d890186a59f17d9fc,0.0,1,1,0.61
ec8b0ed4d889d7c89cc6aebc6553800c729cd107,0.0,1,1,0.29
2a93e527469854a8710c526182f3a55a084b1e7f,0.0,1,1,0.48
84fff775e9cf47e046ba1d691e807dcbba7bf9b8,0.0,1,1,0.18
e96ec7ee24d71be5528cb2d8be4dd8e5ea42ff0a,0.0,1,1,0.6
c44df50ad6b3059621106cc6999b847819bd1d5d,0.0,1,1,0.73
ba0084a033fdf0cdd3a510a8d31a63e0e30c30a7,0.0,1,1,0.22
6acf72266b6aafc145a5558210d6954c4bdbd261,0.0,1,1,0.31
b403f86bd572c2275043d89a2bd32f0137e3d5b6,0.0,1,1,0.01
81bf222c98aaa4dfab583415045f24ff83705575,0.0,1,1,0.2
6ea9ea5606db25ba04791c38b2ec7b344769a3ff,0.0,1,1,0.36
197b77f919b9b2d793782d70d70136122258ac48,0.0,1,1,0.22
b287ee4000e33a8bfa0120682068653fa4097716,0.0,1,1,0.56
f5d1c36c3416e1d45ed02d5ba7f20d2f2ac0d8be,0.0,1,1,0.14
86b5a9ef51afa4b872f9a8211a9d1a8358442fbc,0.01,1,1,0.04
80ffd61797bb9c6a2639b69c418110d99e8c245b,0.0,1,1,0.76
808058a0819b9c074206c70518049679a800b060,0.0,1,1,0.42
22b1f19e9766475f6764ebae93aee7e84622ca9b,0.0,1,1,0.15
024a2284b3e2420b1026e868c8474504024c84a8,0.0,1,1,0.23
7e502cd9445391c7d7805b0031ca37b5dc21c515,0.0,1,1,0.39
50241a8713ef46798240ad0438181a4fa1cf0761,0.0,1,1,0.58
1bfaba5a78e21031c77627e3ea47f5420d03f31c,0.0,1,1,0.73
5c8ce16ffeca2c949d1d33b607323e17aaf72085,0.0,1,1,0.86
2030810060f5e7c705c8d807a6f873661ecbc118,0.0,1,1,0.26
3ec339e059c06e7155f5b89d21f23014a4ed6e22,0.0,1,1,0.08
8b4ee32bb8104fcdab74b4d78a9b2996740fda31,0.0,1,1,0.29
eb33785818fa851495bf56122f1bf66b1cabd940,0.03,1,1,0.17
f34681357a06e5fb5c6e1b8bf047d0d25c4ee96d,0.0,1,1,0.38
3a0d9c7f9e218596b6426f9f833e58210c91e9e3,0.0,1,1,0.55
84e3e7023b46b020b9f24eb0bc5ab57ebe23b025,0.0,1,1,0.11
9db2aa3c8cd16a9de220f33025d3e0fbafde7bb9,0.0,1,1,0.35
fa18c6bb6268b0a4af19bfb7eef8a9bf379ee2eb,0.01,1,1,0.56
ffd5d346648af44572f660664b1e9b5f48c988c0,0.0,1,1,0.06
67f697c2027e2eceaede179a7c28caca6004f9d2,0.0,1,1,0.38
667e49f1d991d5162e831446246a42227414adcc,0.0,1,1,0.67
1d352137267eef9f18189aa416e4d6778dc18291,0.0,1,1,0.79
8cc623b427a7b09f9f12dcaf5bc81177877dad1b,0.0,1,1,0.78
44bfef50aea2e1ebd7cfa305ca96420ab73b8279,0.0,1,1,0.57
6faf6dc4476ee88d8df03f2430ad7d1b7375ac7e,0.0,1,1,0.11
779247c4a659a89225bf4086e892d478d42520d6,0.0,1,1,0.72
9db3f510b1a2431e1f25a0d432e4738f5c035ced,0.0,1,1,0.04
640d7f3cb655624fb82211df76b6618221668f3f,0.0,1,1,0.67
815fec87b93bbefe50aae47e48fec5e8d07fb68c,0.0,1,1,0.23
749e3c815d5d6c736e9a75224237b35759a044ef,0.0,1,1,0.09
eb7c39b69b4c017eb71b75996c50f4fcbed613a4,0.0,1,1,0.09
6a3e3141375e0c070f32ed98bfdcce5ad5bf51e9,0.0,1,1,0.26
720970b5381d0231d8219305c9f14c96e979a8dc,0.0,1,1,0.66
d6077f51869789cfb50816bd7ae442c6c3a0c7e4,0.0,1,1,0.18
47a76b75f1e3b6a839024f41334351bb65c48f19,0.0,1,1,0.02
1105ec2698bf995d3183dfade3af376d6dd3a6fe,0.0,1,1,0.77
58fc8906719deced19cc29ca221e7580a8d3a95c,0.0,1,1,0.74
4675e3bba27bc254fa59f3186e479f16ac44bdc9,0.0,1,1,0.09
40ce60bbcb056f514e25a9f49547deea13f53d4e,0.0,1,1,0.52
56954d6dd4d46a91960869d0233423f511dd9c7a,0.0,1,1,0.48
bab9a59dd5e5c0844ea60e42069ed44c13fc9d3b,0.0,1,1,0.72
5b6b0565d12f294e4ee3604fb7d9922d8e7518da,0.0,1,1,0.2
0a40a98192bb9f43cd4cea3fb19407990a9229e3,0.01,1,1,0.03
40a9df64d074e559953e4e209d0f0d9d80cada9f,0.0,1,1,0.45
80a007328d4ff4102ec50884f202d4383143fe57,0.0,1,1,0.58
5e65a76747afa6358a0854b82d3ba78954b8bb70,0.01,1,1,0.62
00ecb6e5e9ff1ccce3efa42f83ae10b744c935d4,0.0,1,1,0.71
6d70b4af060347b61ffbab607beec2800bc0dc2e,0.0,1,1,0.82
dedcec4550085fa1573322bcf2696b3c15c674c8,0.0,1,1,0.58
01e6188acf3fe94145cde4de0c89847bb7342da9,0.0,1,1,0.03
7907a6f1f72df0a190c56ac1089a6f1c6d3b6e2b,0.0,1,1,0.39
df6bfb7edde4602aab42ce8ac70131d27d5ef466,0.0,1,1,0.78
533f5fddd202a8b85c1482dab560d21bc8b89fd1,0.0,1,1,0.24
2ca6bf59d71920304feff91d79a45f2e715a8ee6,0.0,1,1,0.42
88945245edc17f29a480b59718083b568370943f,0.01,1,1,0.04
9db4946e201f3d362b56872461e684ff85d4e96f,0.0,1,1,0.44
5b7574979ff3aa84a2aa668ab0e67110febc8db5,0.0,1,1,0.03
80fa62243e65a0facb79a636991896cd22903435,0.02,1,1,0.81
aa21c37a2317ea3d38af441a9b7b053504aa8f2c,0.0,1,1,0.01
8ec442b85bdff3eb6a7edf627824500006a7f0c1,0.0,1,1,0.12
577d3ff809489c1bebc1b10c9ed4326f9ec92d5c,0.0,1,1,0.89
7ee2f4bcd8708b8f9fa3724fff4d59cdb3321b67,0.0,1,1,0.48
3fb8765353ed8433f082e2579247b68eadcba781,0.0,1,1,0.62
6797233f36e4bf3db6a839ea40edc9347bb74eae,0.0,1,1,0.45
11ed1896040b38d4a1faf9d6a62ce1277f10ce34,0.0,1,1,0.32
41e1591131b2c43b51e4d6e63ad6b877dd5b4658,0.02,1,1,0.25
66240ffb663593bd5cf48ebf9e8df68de66e1cca,0.0,1,1,0.79
fab3df92fa9004a1f2da02defbb207ace4cb2f0f,0.0,1,1,0.33
ef3926aadf4caf828ecab4c2b28f704a59842aad,0.01,1,1,0.28
b02c305629f583f0992491bdc0596f0c4676cd91,0.0,1,1,0.72
807c45d568dbd0e8c4ab3271632c591f33341b01,0.0,1,1,0.61
75bab673da87dde8afeba53971279eed32e5422c,0.0,1,1,0.56
51d04532b5c565bb6b44f54f025dba065df3dd8c,0.0,1,1,0.35
8ff7d0d4edf184208b6e98318963451fe272db3f,0.0,1,1,0.9
791fc3272b539e1de0a959ff5a6fbbb05d19bd03,0.0,1,1,0.62
b161fd11e6ab2e748c82d3ad83fb63ef70666ba7,0.0,1,1,0.53
cbea834b6842fb656e8bb96c4eaa5ffeb402d91b,0.0,1,1,0.28
cb34e9f66fb72575f2318e850f20aa2f1947b7c8,0.03,1,1,0.38
0a09f3ce9a4acce7a4eeab9aa1c06c7ed91f5f20,0.0,1,1,0.63
7c2cf1b271ca35ce7340e5048c3c374e6eb13dd6,0.0,1,1,0.12
fc1ae64898a39c053163e1fd0bb33574cb4517a3,0.0,1,1,0.7
b0df116e73f55dda3a34705bbe0bfbc30c117c6e,0.0,1,1,0.55
842489a98182416ebe4dbdb1e4900492da204cd5,0.0,1,1,0.45
099de492ccdae749555cd5ddc908295167e9584c,0.0,1,1,0.63
37b9b4cf896b779cf4c88c1f0be6777ca90a7000,0.0,1,1,0.11
135be6dfa22a05f10f66d247202dcb8f39d97d5f,0.0,1,1,0.56
2bb86bf72e8ca7aba46343bc4e7a47420d1ed7bd,0.0,1,1,0.18
0fcd16debc0ce708bcb118842f15d59bb852afbb,0.0,1,1,0.61
