['f9c42d1f3aff7d99e40604741773b4c6ce0c08f1' '0' '0' '4' '0']
['db2ad4fd6577a2f55c4ae9d1acf96b4983618d5c' '0' '0' '2' '0.49']
['02622bcbd72ec904dcc2478023b45dbea755e1c4' '0' '0' '1' '0.02']
['2e0efa76844e1b20504561661a0b765c949245d4' '0' '0' '1' '0']
['b129ea60ef709f40fb5be0eadf1c64e1d7581965' '0' '0' '1' '0']
['b5d871833033a5cdc2ae1d13a68148ff0322bda5' '0' '0' '2' '0']
['fa14cf9af9357ff8bc10b530a7dbfe7bc11b10ea' '0' '0' '1' '0']
['66c15f42f7336310200343dcb608902a53428fcc' '0' '0' '1' '0']
['b59e3216293cd90d36e91038273f80cc7f60ed4f' '0' '0' '1' '0']
['c06203abbd2ebe6bb918edf4ff931c3af66bdc76' '0' '0' '3' '0']
['db44b25fd67ad1bbc528c8fe56e88b5b1594a997' '0' '0' '3' '0']
['b5d58531d50851ea29736c7027852fbae6e49167' '0' '0' '1' '0']
['6442aaae859b90ed031a4e560279f3e7040142ce' '0' '0' '1' '0.07']
['11278d71fca913f85d06351b32a4aa9cabca8091' '0' '0' '2' '0']
['1f8e1da8a6d497e163f660066059d1827ac54052' '0' '0' '1' '0']
['99450e160a7b137607e527c53916a2b62138e42e' '0' '0' '2' '0']
['3cd5d001bab3a05cb10e889d1ccdc8e3603ddfe1' '0' '0' '1' '0.03']
['7a119824731661ecd3a08872ffceb44518e763bc' '0' '0' '7' '0']
['8d0c69bcb3ce1873935f6ecaad6eeae1c624dfdb' '0' '0' '2' '0']
['be0c5649597d5ad3c92afccbea53e6d7ad6a2c81' '0' '0' '1' '0']
['63b63f17e9e6d1f752f5be78e9615e6c9ff67c19' '0' '0' '2' '0']
['6ec0b747fdb256c8504cdf2471ff78f588edee3c' '0' '0' '1' '0']
['db972cc5e8e41d4c9e8015292f0537ea007cacf7' '0' '0' '2' '0']
['9b039640e14854652537c2868ea9037e227e3d87' '0' '0' '1' '0']
['63282319efa3169fbbfd14380529367ca6159598' '0' '0' '1' '0']
['98c30685923aab8dd11b18414eb36c3023226afb' '0' '0' '3' '0']
['8bcfd0b637f632054f27f946e0f2e9521a99d57a' '0' '0' '1' '0.99']
['b503039eac8fa64e379bbef6f6ddadd114b2d076' '0' '0' '2' '0']
['668210f5a318842676fd6e27d4ad46c823756bed' '0' '0' '2' '0']
['01b888d68c3a2366efb34e2df4f01c74138664a7' '0' '0' '2' '0.05']
['bc4ff9f5e9e43cb893ed44347276e746017be683' '0' '0' '2' '0']
['cd0eb6f213b707320ca3513a494cf22fd22ed091' '0' '0' '2' '0']
['01aacfc4194741d34c5ea7eaa6f78c60d80c0c99' '0' '0' '1' '0.31']
['e0a91c4772df33bafd69302763eaff54310bfe8b' '0' '0' '2' '0']
['07fc2cbceb3af012a846667fad78f70af15b2742' '0' '0' '1' '0.27']
['ad63859821a3824dd7cd88217b51dad229112604' '0' '0' '1' '0']
['607ca58e32114aed2625776b4183d62e9bd8bac4' '0' '0' '3' '0']
['eb7a47350de674ec36f657b16d7f37f46f66417c' '0' '0' '1' '0.74']
['5742e0e32093dc9a65e54587986662870518ca59' '0' '0' '2' '0']
['504f389211eb71bbea0c94af270a0c07d4f462ec' '0' '0' '1' '0']
['fcd81f63a210ce60f79b56e6f9d0ac6b9fece052' '0' '0' '2' '0']
['0f401f8f4309315addcec1fec80a566bda275b4f' '0' '0' '2' '0']
['8f12f4f1d3ec44b3dd66e784c0b9cfa4e1f872d2' '0' '0' '1' '0.07']
['dc649d2665d00066cda174be6fd4ef26371f0093' '0' '0' '2' '0']
['c21a1e3c2618227c47b1b87931caf9337f185384' '0' '0' '2' '0']
['7ee80fef0bdaef004222a3fe42267e6938cc908d' '0' '0' '1' '0']
['a6db73aba97253577313eba343976a43a0421b02' '0' '0' '1' '0']
['24bcc85c1162082f399674bd04a08781758db63a' '0' '0' '2' '0']
['41d396949da1be71053192cff09b0106bd8f5163' '0' '0' '1' '0']
['9805aa65c4824d328b57d4092aa402798a951ffb' '0' '0' '2' '0']
['84916e749e90fc57d0df527801301fdbc330feb2' '0' '0' '1' '0.02']
['4c14303755104bb75f2fc2bfdf1d0c0885eb33ce' '0' '0' '1' '0']
['383c110ebad62853c076044091025e5c7e301533' '0' '0' '1' '0.03']
['5b054e4d3752c7336e7515fd18100fff3df53ea4' '0' '0' '2' '0']
['81436e96ae6a2b6fa305018bf1a9177b29c7b26f' '0' '0' '1' '0']
['e4ffdafcb0ab5f990a05076d793b936a9de2c839' '0' '0' '1' '0']
['538c291bdf9225d4f497d35e4fdf1c5eb0c46b46' '0' '0' '5' '0']
['03fd7eccdc76ed41137676e808a0ef0c2995e941' '0' '0' '1' '0.92']
['b213d33be6a3580a70cdc68c0d1b519e8f5fc479' '0' '0' '1' '0']
['0078ca14770725204a3bc602556041c5bcef16ea' '0' '0' '2' '0']
['9946f1b2943d27f0e0b8107f24737551f32fe55e' '0' '0' '1' '0']
['18eec1cd13c6d6b496348d13357cbce162a43558' '0' '0' '1' '0.64']
['7dd630e5b4ac312ad32969aeed972b4fce41a366' '0' '0' '1' '0']
['4eb78d39336ba21d96b7db854972705bf1fee833' '0' '0' '2' '0.04']
['ec2fcfbd642ada9e4c06252d881b2a37f8d390cd' '0' '0' '2' '0.07']
['ee7a7030380c963656b12722a1f8318aa5b364df' '0' '0' '2' '0']
['6ba43b1b0d6105d24aba3c8d52c81994aac36c20' '0' '0' '1' '0.08']
['e8de433df3c9529026c56ce8b4002c84685038f6' '0' '0' '1' '0']
['992f2adbe226141d67f469d8206abaa5176871a7' '0' '0' '1' '0']
['f078e6cca96380efe437eb5a53770da2ec4407ec' '0' '0' '2' '0.04']
['179c7eea9390013ecca9fa1565261700d824bfc9' '0' '0' '3' '0']
['2eceb8d8626c61b7d402d73fe91e15d456c21c27' '0' '0' '2' '0']
['f6188be0b6c154ff70b349ef7ca00322704fc345' '0' '0' '1' '0']
['02facf69a85fa69ac5fe14fa1ae08da27c178fa3' '0' '0' '1' '0.74']
['37f20186c99f06a6b5d6dd76bb497733ee795bfc' '0' '0' '1' '0.01']
['f29e4f08fc14f767744d608e58511515042911c7' '0' '0' '2' '0']
['24db95cdde49336642e9f9e20a3c60abe457c3b5' '0' '0' '1' '0.86']
['b3ccb44c12cf98f92416ca15ecffa9e846f2e74a' '0' '0' '2' '0']
['59236ca3d166a75797eb9ae0046fc233a7a5a4fb' '0' '0' '3' '0']
['8f707f6d093520a7a63dd63789bf28d3f67f0ba4' '0' '0' '2' '0']
['ba75e64d33bc502532192da1498b7ef760cab990' '0' '0' '1' '0.01']
['7dc188d095f61c0169ac53225ed7caa18afb93d6' '0' '0' '1' '0.01']
['d0a4e3b3be3ae3365d9faeea52e1b230b7aa0e2e' '0' '0' '4' '0']
['8b3d54feaec6b38791690ce311fecaa9dc0cf577' '0' '0' '1' '0']
['ec9b3287fb57def2ce43ec46233fd30c05d0616f' '0' '0' '1' '0']
['e02c987dc141edda6de35b57cfb10bfb5d1bf067' '0' '0' '1' '0.01']
['573db4b2e792470fd301bd6b122c0bf5c0ec81ad' '0' '0' '1' '0.25']
['b1afffff774f64ea780b4472a0315a373acd457f' '0' '0' '1' '0']
['9383075d05eef0e6d847c26ebb99000b6420e114' '0' '0' '2' '0.91']
['0a0b5376f3bac2ada56eb17047fc3c4f5c6319cc' '0' '0' '1' '0']
['346316634e12e3907a7b72c9d6d31bc232fe6a59' '0' '0' '1' '0']
['8ea705f9bb0ba4734843c66bfb88ad83c83021cd' '0' '0' '1' '0.57']
['3e656f63072f73f313685d922d1e3425a4c843ed' '0' '0' '1' '0.13']
['7f030970b11172be4ab40d95820bf93e7608ca6b' '0' '0' '2' '0.04']
['41fa9726634cc95427d7519e7c19865fde0193b5' '0' '0' '1' '0']
['42c5e630472a03c9808252f394c0f2d55a258573' '0' '0' '1' '0']
['3f978832d8ee802d2dc8389ea19b63fec5eb752e' '0' '0' '2' '0.71']
['a778a75a57ed2bce47c1c9e0e3e8021cfaeede4c' '0' '0' '3' '0']
['4e97597c280f34a7694f1deb0dab279548695d55' '0' '0' '1' '0']
['5dfde5f6b82b7a7a7be2f421f089bd94e47c49f7' '0' '0' '1' '0.01']
['7fccb780cf4a1b38b8bd3bdc34e6a03e255f0da6' '0' '0' '2' '0.01']
['dcccbe7efe53712fa8ccf9d7393c2a44fdd80db2' '0' '0' '1' '0']
['5e9a2d2788522cf04c9de374e7de8cc41cb29dd0' '0' '0' '2' '0']
['38bb642dfb38bbc110eb722f4919ed007df28ba7' '0' '0' '2' '0']
['cd7ba418cb0b168086e0c525b6542d82eed991c9' '0' '0' '1' '0.11']
['3e53705d67a4ce2ec7ce8ec950cba2dc1b9b7fa4' '0' '0' '2' '0']
['ad1a5e50bd551248bba2c50f217f3f84ec164083' '0' '0' '1' '0']
['23bde5fb3cf77c1c286ec55d22677566bbbdbcec' '0' '0' '1' '0.01']
['56124a572bf0f7d09b1b85b7ceeb566240897e03' '0' '0' '1' '0.08']
['93bef6fb3d8cb291ffeeb7bed1ebe3cc4873b4ab' '0' '0' '1' '0']
['6099b3bacd7b61158a4aad3c4dc6ae6b99307d82' '0' '0' '1' '0']
['8d7bda55a5d659699bff72269a5164b046d9c389' '0' '0' '2' '0']
['34e27d67040d2ecbcd43886f575c4bede34a9c56' '0' '0' '1' '0']
['d01b1adc78cfff6ec3efeb6f09f982c4011d3da6' '0' '0' '1' '0']
['6e4c618e497fe0f49186e5138872b1ff4c13989f' '0' '0' '1' '0']
['e6e7ae81285aa359e56c677fa253c7feeabd302c' '0' '0' '1' '0.06']
['de2480e839a474832831e5fd8b8436e4ae6818e7' '0' '0' '1' '0.04']
['ce1ccc9e996d64cdc3ff60de4a69ca29c67676ce' '0' '0' '3' '0']
['bf9243af44246b64a4404e9a2957f335208cc79e' '0' '0' '1' '0.57']
['81a6b01150ff872918b3c6146c92e242f9549331' '0' '0' '1' '0.1']
['ba1c558c3ba48402022a99962e2c1f427e05a1ed' '0' '0' '1' '0']
['5ad8e9dd3f965960e9fb7855167a790acb4f4e30' '0' '0' '1' '0']
['02d6f5094982ca9c46abc2853f1802e3b6a67a2d' '0' '0' '1' '0']
['11fce0886d9c1c6f81cc5b4d9e888aa9c318dcfa' '0' '0' '1' '0']
['80f99ad029cdc575535cf0643ca7d26bcbcd66dd' '0' '0' '1' '0']
['ee073c012d327ec26ab73e5de12c0a94e1da3270' '0' '0' '2' '0']
['0fa8f360a8a28d942807b93d91095c387a5a77c6' '0' '0' '1' '0']
['c84fad07eccf0fb6718e2c9eefb376ef2db543b2' '0' '0' '1' '0']
['f1f8767f4f18c2df59c72e05acd9819c6ee450f3' '0' '0' '2' '0']
['68725a633cf4056ec422c171cd3b776a3e4afb6e' '0' '0' '2' '0']
['e0d7383ca9ab89cd5610ee99e2fa3ec010fa9a77' '0' '0' '1' '0']
['04423280aa08093ba4321e5104f429de7c4c3e14' '0' '0' '3' '0']
['cfcdfddad0466d44fbac1bbd3736f74aca1c7d5a' '0' '0' '1' '1']
['329e3575316fe4efba2f2d8610658507dcc78a49' '0' '0' '1' '0.03']
['00722a3a0d785a6514fed2f7c316fa00d3bef9b3' '0' '0' '3' '0']
['f248b808f9d5ec9583a7c61637ae6b02875baef7' '0' '0' '1' '0']
['664851467cf9a21009931aab39912d38eab46e7f' '0' '0' '1' '0']
['a917a3feeb2f6ff3a70198eaedf7762db638de54' '0' '0' '2' '0']
['20a5f84073c8fb1466e4f7ca41ff627dda074bf7' '0' '0' '2' '0']
['d794e0285d8b21c7c4c35f4426e59784bbfdcdbd' '0' '0' '2' '0.02']
['985af633db9706d092f29a1c09d24714549e2fa8' '0' '0' '1' '0']
['20dd309106c9d5a4ecbfb58f36ce56d40c3c372d' '0' '0' '1' '0']
['e43d41bb5532c91ddecf307b011997ca87ab2005' '0' '0' '1' '0']
['a5199e538f80973f5251009a9c59c7bb39d29455' '0' '0' '1' '0']
['37aa78b04353c092eae4b739997f4b1a15c4ae5a' '0' '0' '2' '0']
['c4eed0f08903f8987700470ee17706887cad0148' '0' '0' '3' '0']
['f979c8b8aa88cba977893441df018314798b1d22' '0' '0' '3' '0']
['6996d267c4caf45b5ff1d732396901aa252f7870' '0' '0' '2' '0']
['f59454175cf8cb90c584a0e45b458f3176e50f02' '0' '0' '1' '0']
['e8a768ecd1266040713edec9d63faefaf20b9cb5' '0' '0' '2' '0.01']
['578a977954169577b020e6837c599e49b98cfd32' '0' '0' '1' '0']
['b169fd09e983613a1aee8c88f06a90c373d9a007' '0' '0' '1' '0']
['188b0e49f08ff7a334192fc20a0e6495965b4e54' '0' '0' '2' '0.45']
['f52fc9c5b9e50ae688be7554e1af2db0fbb6e7c8' '0' '0' '3' '0.01']
['8d50a7c9d5eeb31129a8a0ed412ef9391feadf95' '0' '0' '1' '0']
['e47ecd93ddeda722621142909d4dedbd9667842b' '0' '0' '1' '0']
['0cfe17d47acb3189ca8b720618a240fcb7aad315' '0' '0' '1' '0']
['99bc83d00c08ba0220279238e5dcbd60a4e44f36' '0' '0' '1' '0']
['27956ddc1a262647dcbdb48a6122de2d009a4430' '0' '0' '1' '0']
['31303b5704201aacf7086674d21839d620b3684d' '0' '0' '2' '0']
['763124a107aef980cbd38249b2c5d0026a335cf6' '0' '0' '1' '0.21']
['fb9756a6fa3c837474e03a20feb9f95d374fa422' '0' '0' '2' '0']
['2dd69af1cf9c7fc63f13ebda5e43ab634cc0239f' '0' '0' '1' '0']
['9268ea88d72862290133abf9f90cebedd2cbd24f' '0' '0' '2' '0']
['0569dbb742a78c25543ddc3626480850532c382c' '0' '0' '2' '0']
