user_id,NP,NB,NF,MP,SR,RL,AS,ES,TP,session_no
08f7abe5dcab38516dc2e360b0ed72612cdb6e57,1,0,0,nan,0,0,1.125,-0.125,525.797513,1
cefa03515914400c4dbc37a72e345bede1c8ff5f,3,3,1,4.0,30.77598499999999,52.45804399999999,1,0,381.382015,2
e5586c5965554a4fd883423d29041ddf0eead88e,1,0,0,nan,0,0,1,0,525.966485,1
4cf89be7613210dd62b516cd1f7c706454197779,3,4,0,113.0,0,49.89139000000006,1,0,525.775271,1
e9d592332c11f48501709e09c2884adda7a99942,1,0,0,nan,0,0,1,0,521.34,4
fe4d0f590c9b5bd89a0356a09de91e402977f481,3,0,0,16.0,0,0,1,0,525.851348,1
c2a13647c7e5baad0e8a4475be465a060c6f73c1,6,0,0,16.0,0,0,1,0,136.11060099999997,5
c2a13647c7e5baad0e8a4475be465a060c6f73c1,6,0,0,45.0,0,0,1,0,318.77405,6
8b8f037f5ff275ceabd3ab60f5db4a458527e23b,5,9,0,77.5,0,272.285051,1,0,525.999043,1
37720d720fe237fad66fb1144dce397f5937cf9b,1,1,0,nan,0,13.0,1,0,525.803945,4
8de46f7cb453c539f0d9ba40cc136d5ccf9898cf,7,1,0,44.0,0,12.877929688000052,1,0,525.845336914,1
c10c5b5156755b41b53b5d79ec57462c50ac0cb6,7,0,0,265.5,0,0,1,0,526.037,1
f46c20d1d595741080e79ecc8c39833ba2414532,5,1,1,17.0,440.379373,32.343578000000036,1,0,525.978475,1
81c5ed4348c259a6a076e35149db66eb22b4b4bd,1,0,0,547.0,0,0,1,0,525.845546,2
40b64f0461aa3e501dfc0d534d0824a9baaee0dc,0,0,8,nan,392.838,0,1,0,500.258,1
dd30385995293b456ca5e199b581c6230deac7d8,1,0,0,1678.0,0,0,1.25,0.25,525.853388,1
0ba6afb2e046579f394f0f09f768ebda3d5f340e,4,0,0,49.0,0,0,1,0,344.47225000000003,2
0ba6afb2e046579f394f0f09f768ebda3d5f340e,2,1,0,341.0,0,58.79389500000002,1,0,186.86814500000003,3
0bd39929945f9ba50ae41aafb9e5f427ce683c12,1,0,0,nan,0,0,1,0,526.008083,1
a386ead40379c76ced50f27926647591c3890337,5,1,0,356.0,0,384.722902808,1,0,386.051902808,2
a386ead40379c76ced50f27926647591c3890337,7,2,0,171.0,0,201.791619,1,0,525.827137,6
ed7da247cede7899f77592f4d9cefa6fa6071310,1,0,0,nan,0,0,1,0,525.781,1
3e214381aca5d2d9bbaf5683f7ad21890cf122c6,1,0,6,0.0,388.088015,0,1,0,412.736868,1
fbc867f548a0e835811bf8ea5ec15052049306c0,1,0,0,nan,0,0,1,0,525.8415,2
756cc4afa692e8c1ee18d6afc1b42fccca0b68b5,1,0,0,nan,0,0,1,0,188.410117106,1
756cc4afa692e8c1ee18d6afc1b42fccca0b68b5,3,0,0,12.5,0,0,1,0,337.026418958,2
4709fa160c89c0321b68df3e155bcad627a2a38c,0,1,1,nan,26.634731999999985,12.66022700000002,1,0,413.0,1
04a7fa9e3701d1dd469aaf12c12e14189702fccc,2,0,0,893.0,0,0,1,0,525.953945,1
1f973c65d87350fdfdde396f756f6a26243cd5b4,2,2,0,nan,0,110.966757,1,0,115.333333,1
1f973c65d87350fdfdde396f756f6a26243cd5b4,10,4,0,177.50000000000003,0,61.96909200000002,1,0,525.767732,3
2e786dc81a25b51dd8cb3cea39975e9f587c7289,7,1,0,91.0,0,37.549899031,1.125,-0.125,526.053954693,3
dcde245429175cee5ff2710a732e20e2495f3a55,3,0,0,32.5,0,0,1,0,525.946138,1
296f3157bba4c10126923151fcdc989870f9d8d8,2,0,0,16.0,0,0,1,0,526.009,1
666c9f971c19c118465fe60be9b0780c519e1e97,2,0,0,5.0,0,0,1,0,525.944084358,1
7a0390cc04c098e9931e64cbe9a62ba20b04a3a8,1,0,0,nan,0,0,1,0,505.996125,2
ee223a5704a93be6cf90415ffa17004ab3743f96,2,0,0,110.0,0,0,1,0,343.593224,3
ee223a5704a93be6cf90415ffa17004ab3743f96,2,2,1,1178.0,3.770934000000011,23.76477399999999,1,0,196.788945,4
f0ac84dfe0fb4ac2af29dc6cc167562e0e9ffb59,6,0,0,1.0,0,0,1,0,525.901,4
9e1d0090f24f186dd4b7812416ec20eb13d1ecf4,13,1,0,71.0,0,358.510015,1.0,0.0,392.510015,2
279325c312783bdfc589b6e9ca622cae6ef4add5,28,0,0,173.0,0,0,1.5,0.5,525.4,5
279325c312783bdfc589b6e9ca622cae6ef4add5,4,0,0,19.0,0,0,1,0,181.30575999999996,6
12cf7339a2b05df8e9b5a691e487697157304337,12,15,1,22.0,465.599,198.65499999999986,1,0,526.041,1
8186385d44cbb382898b5d5145f7ebf177d52036,1,0,0,nan,0,0,1,0,525.735071,1
8186385d44cbb382898b5d5145f7ebf177d52036,1,0,0,nan,0,0,1,0,517.146892,2
a487f69bea27de7cfb97bc15a34989a62283c0ca,1,0,0,nan,0,0,1,0,525.929999,1
26ce8a5a3b03ae29911ff64a00c2c0f3598357b8,4,0,0,94.0,0,0,1,0,431.58831509,3
26ce8a5a3b03ae29911ff64a00c2c0f3598357b8,14,0,0,56.0,0,0,1,0,526.069351092,4
f590149c568967e6d34e8c352458a30bf2c0632e,1,0,0,nan,0,0,1,0,525.840913,1
f590149c568967e6d34e8c352458a30bf2c0632e,5,3,1,259.0,14.440999999999999,27.72199999999998,1,0,525.939923,2
f590149c568967e6d34e8c352458a30bf2c0632e,3,0,0,39.0,0,0,1,0,525.899,3
f590149c568967e6d34e8c352458a30bf2c0632e,1,0,0,nan,0,0,1,0,461.88,4
eaf5a79063229093269e957b2f7e30c3779d3c9f,1,2,0,nan,0,80.124,1,0,525.942,2
a67ebcaffad70ef9729d36bde4bf74018ab8d2f5,1,0,0,nan,0,0,1,0,525.88134874,5
08f6a20b1e484e1cc0475c9cfd5bba1434ad539d,0,0,4,nan,63.85600000000005,0,1,0,495.221,1
3c7a7beebe145e89ba63e9fe758fc2ebf4de98f8,2,0,3,42.0,386.8087110000001,0,0.75,-0.25,525.821226,2
ef87b632c03490251121368bd1f6f90129fc2ef5,1,0,0,nan,0,0,1,0,142.43312,3
700da05fca7e829abf17224f064d0da648482de5,3,1,0,2.0,0,17.760182,1,0,525.83056,1
453212e4c251a54bfbbcd2536be54a6b2f49f902,1,0,0,nan,0,0,1,0,280.93824,1
2545c408a43fe7833f3486841a79c1782d835d4d,2,0,0,57.0,0,0,1,0,525.916544,1
78cb9fbda9b65b2d464fa4b71d21901c2be1ccd9,2,0,0,692.0,0,0,1,0,178.86100000000002,3
6e74ba993ecf70c11a0643423bff597c820fc7f2,1,0,0,nan,0,0,1,0,525.978,1
4b6294b4e8cc29281bc7141d379239bc16e5b8c3,3,2,0,148.5,0,30.344829000000047,1,0,525.748106,1
59236ca3d166a75797eb9ae0046fc233a7a5a4fb,1,0,0,nan,0,0,1,0,277.508915797,2
47fe5bd8b7db87970e0863b4dcb64c39a4c7af5c,1,0,0,nan,0,0,1,0,525.792948,1
03f1af82ff2c89f944e3190caecf31db64555ac5,1,0,0,nan,0,0,1,0,525.884202,2
877924aeca6e59844b680f3a575639ac1a56a14d,2,1,0,240.00000000000003,0,83.44833799999998,1,0,361.191112,3
877924aeca6e59844b680f3a575639ac1a56a14d,1,0,0,nan,0,0,1,0,164.81049200000007,4
877924aeca6e59844b680f3a575639ac1a56a14d,3,0,0,323.0,0,0,1,0,526.008081,5
d784dfa1ec2489dc7d5abae6d9dbbe01cf4d42f4,1,0,0,nan,0,0,1,0,525.933333,1
ef8a4d12b850d04173a0bf876ef1783198896248,24,4,0,27.5,0,54.54412599999999,1,0,525.829455,2
ef8a4d12b850d04173a0bf876ef1783198896248,25,4,1,47.0,1.0499999999999998,556.9433779999999,1,0,523.832176,5
5463183292bf838981f404ae9ad6bf74ef952982,2,1,1,1.0,19.893563,23.873427,1,0,525.686185,1
9bcb951bc3b3dd90105675f929f8d045553543a9,1,0,0,nan,0,0,1,0,212.391348,1
351587f1bb6019887a23b90985226e421e4c6364,1,0,0,nan,0,0,1,0,100.934811,1
f47c6bf349e174745e5b205ecff5a35178d8634d,1,0,0,nan,0,0,1,0,525.607708,1
46b5044e8f963ba46fc874f522d2a9f52401026f,4,0,0,5.0,0,0,1,0,117.036478,2
46b5044e8f963ba46fc874f522d2a9f52401026f,2,1,0,56.0,0,114.0,1,0,522.72,3
1f1ffda03279a083c2c0da2cac4ed7a29458b6c0,5,1,0,50.0,0,26.925635999999997,1,0,524.004863,2
b09b010cb65b6c834c1b0b8957978766055728a5,1,0,0,nan,0,0,1,0,525.967448,2
ebdf9d8a057ca23fe39cc3ad1a2192c32dd3fb65,3,0,0,73.0,0,0,1,0,525.952215,1
22e8468bde617a91b0702f66a4159831d3b8e995,15,4,2,32.0,32.0,44.84100000000001,1,0,525.941,1
0435f8da3c1a0eada4b7a1ffc0dec3ab4416face,1,0,0,nan,0,0,1,0,234.389701843,3
0435f8da3c1a0eada4b7a1ffc0dec3ab4416face,4,0,0,391.0,0,0,1,0,170.46063232400002,4
7d48798b3baa7a4320c33932e62f444fe1c15be1,1,6,0,nan,0,223.70787799999994,1,0,450.872933,1
7d48798b3baa7a4320c33932e62f444fe1c15be1,1,0,0,nan,0,0,1,0,168.62165,2
dffc64beb37f96abffc96e020dcbeb0b2b5cebbe,9,3,0,3.0,0,26.04179199999993,1,0,525.703994,1
6a0f37a847bef83b29d3d8a7626176d811d858fd,14,10,0,2.0,0,104.1853259999999,1,0,519.13553,1
32e05e9974ea6b084642c88e622306a4355512cb,3,0,0,443.0,0,0,1,0,526.025561613,3
558a67d50ce6ecf0a90fa9d84714893de4e780fe,2,0,0,1.0,0,0,1,0,525.933,1
1355228d0688a880a432256cfcfee82794008b37,1,0,0,nan,0,0,1.125,-0.125,526.024315,2
9746dc01509473b8e1b1cb5a84ca0118fe829995,1,0,0,nan,0,0,1,0,525.961,1
53e178f106bfd86c9db936268915f835a36aca5e,1,1,0,nan,0,30.966666000000032,1,0,525.800294,3
7d662ca8d91e87aae12f674d635d93f2992f764d,10,5,5,1.0,124.5959819,37.970747900000035,1,0,525.8768817,1
a4dfc58e237e8cff519aa470ed4fbe38957bc246,5,0,0,17.0,0,0,1,0,526.072021484,1
fb055c165ac8a4ac48c3cda6221bce291987a940,1,0,0,nan,0,0,1,0,525.833333,1
11e6fb90d51ccc6d714d1e54de303c55d95620ab,15,0,0,3.0,0,0,1,0,526.034553,1
a164b0cc331e8335dfb0ceb6761371eac9c6a8ad,3,8,0,44.5,0,159.84099999999995,1,0,525.917,4
74de875d874ca22460a9cbf31cf4e95f2ef151bc,7,4,0,14.0,0,404.976666,1,0,525.809977,1
6a9429a1f55c5e6b5503af8ecad4fee915753bc9,1,0,0,nan,0,0,1,0,525.983,1
7292cf645017060d7dcbfeef0814aff8e7570f14,2,0,0,60.000000000000007,0,0,1,0,525.766621,1
ccd7060e8402cd5588155c043eeb5fa7cbcfa8cd,1,0,0,nan,0,0,1,0,525.743071,2
ccd7060e8402cd5588155c043eeb5fa7cbcfa8cd,2,0,0,36.0,0,0,1,0,525.938318,3
5929ae88ba26db35ecf05ebc2d9ea15c42578c26,1,0,0,nan,0,0,1,0,126.3,1
5929ae88ba26db35ecf05ebc2d9ea15c42578c26,2,0,0,580.0,0,0,1,0,399.333605,2
877a8349369936bd73aedb5e906dd59a6d62ac28,3,0,0,41.5,0,0,1,0,525.774999,2
c654911bae8b9d45219d38b55dd5967c2f5bf045,1,0,5,1.0,204.66183999999998,0,1,0,409.253146,10
a23b863392a6e98c75e4a818cd246d58dcac3abf,1,0,0,nan,0,0,1,0,525.952612,1
46ab2e1ca9e3b2cde7aafc3021d7e1f2b1f03620,4,0,0,8.0,0,0,1,0,525.92,1
582cc30fefc71e921df94851a02b01f507d199cf,25,0,0,5.0,0,0,1,0,525.9552719,2
1eba2a159ec43234d3e98864718985f18d51b584,2,0,0,30.000000000000004,0,0,1,0,525.752894,1
1eba2a159ec43234d3e98864718985f18d51b584,1,0,0,1.0,0,0,1.25,-0.25,525.733242,2
d5e0cacef16b11d7a8e13c7ac27c42173c7e246e,2,0,0,45.0,0,0,1,0,525.897142,1
a7eb72187edd46d15d4fdb2ac2008bedec080e56,1,0,0,nan,0,0,1,0,526.053953,2
057d470e4acd8bd89ed5b9e582a04b9f79a6094b,8,0,0,30.000000000000004,0,0,1,0,525.0915,1
20feb91001bac0880cd9a2b37108bed9027adbfd,4,1,0,73.0,0,24.632999999999996,1,0,525.916957,1
59248e395e2c080c7356bcab10469da01b94f9f6,1,0,0,nan,0,0,1.125,-0.125,525.866677,1
59248e395e2c080c7356bcab10469da01b94f9f6,4,0,6,2.0,543.838367,0,1.4375,0.4375,525.866677,2
59248e395e2c080c7356bcab10469da01b94f9f6,2,4,8,52.366784000000003,64.23397499999996,235.76163999999994,1.625,0.375,524.1400000000001,3
67f1db745e21ac9fc17f26d043ef742fea31e6e9,1,0,0,nan,0,0,1,0,525.764483,2
4b5310f704972cde1835c62a56678a6ea81af0df,4,0,0,43.5,0,0,1,0,351.182164635,1
4b5310f704972cde1835c62a56678a6ea81af0df,2,1,2,3.0,43.87800000000004,93.86099999999999,1,0,174.861,2
59e8f7544331d533620a2c76fc136378943bbbe5,2,0,0,166.0,0,0,1,0,525.901,1
8c50798422c5835a3a30801ab4ec40c7d7deaaae,1,0,0,nan,0,0,1,0,525.796858,1
f853eeef7a166e39b68ad9640ec87a117620b290,2,0,0,375.0,0,0,1,0,119.2523048,1
f853eeef7a166e39b68ad9640ec87a117620b290,1,0,0,nan,0,0,1,0,162.5632028,2
f853eeef7a166e39b68ad9640ec87a117620b290,1,0,0,nan,0,0,1,0,516.2212809,3
4f246e4a85c39cd0fdc3f2ce7b186fb0a190d0b9,2,0,0,36.0,0,0,1.375,-0.125,526.02625,1
2325cb8e3876cf87cbe12b2518587048025244dd,2,1,0,4.0,0,2.7960000000000003,1,0,525.936,1
4e4f26c01033137ceda1f5328c620c3dfef2ee46,2,0,0,1.0,0,0,1,0,525.999616,1
fa636e175a600c1853fb2b21b2dea800dd1950bb,3,0,3,16.0,258.130206,0,1,0,526.099999,1
37af2ab4507016fbd54e3487bfcd13cf307b68d7,4,2,0,4.0,0,7.121999999999957,1,0,526.021,1
b7e508f8172ac8c19b6241bca02e664617b43ab6,3,0,0,3.5,0,0,1,0,526.117345,1
bd39ce72f5ac2444fc723666ae670554830793d2,1,0,0,nan,0,0,1,0,525.897142,1
309767108a170d371df26b1c02f850505df4d1ea,1,0,0,nan,0,0,1,0,526.001,1
eddd23630d2930462f66d04b1de9a1a1ea4291b1,1,0,0,nan,0,0,1,0,525.8875,1
b2f6935f691dea578cd601ed343af45c35d4d01a,4,4,0,11.0,0,61.65841599999999,1,0,526.039893,1
d3ecb2328a018f75d1987251931cacf826f29495,2,1,0,1.0,0,258.047,1,0,519.759,2
d3ecb2328a018f75d1987251931cacf826f29495,2,0,0,71.0,0,0,1,0,525.954735,5
b544ce4281585e603e374ddb418ec7e5f7dd3406,1,0,0,nan,0,0,1,0,525.9,1
a48f2c2d319cea776f520e84c5b99b762e2cc045,2,0,0,774.0,0,0,1,0,526.0240293,1
53ca2a36c7fb322f06e4818c282259c2b69dc722,8,5,2,3.0,9.466647999999964,2.971769999999964,1.125,0.125,522.717232,1
dc4019a7fb5f47f994c445b5e4436ef9f07a496e,3,0,0,166.0,0,0,1,0,525.977,1
219886d4af7b4bec6ce97493ed088805a18870dc,1,1,0,461.00000000000006,0,309.0,1,0,215.0,1
815e0ee97062b696f2f384c281113f6a0f88be09,3,0,0,286.0,0,0,1,0,155.35378,1
815e0ee97062b696f2f384c281113f6a0f88be09,2,8,0,608.5,0,232.28975200000002,1,0,155.96062999999998,3
50165a834b4085287cd2e980dc29eac28935aa88,3,0,2,574.0,22.45609400000001,0,1,0,503.62,1
71880991e9c224a5baada31976a91a47d7b848e7,3,0,0,111.0,0,0,1,0,525.95125,1
14ac42117f448d9edd440966c13709123f814895,1,1,0,nan,0,26.49929460499999,1,0,525.99395845,1
7f98ea06987a3482c24777898bb3db476457877d,6,6,0,239.00000000000003,0,51.871255999999995,1,0,525.77312,1
