user_id,NP,NB,NF,MP,SR,RL,AS,ES,TP,session_no
52c519f4d2e4ec766efe663f6e6f7918a227fd7d,1,0,0,nan,0,0,1,0,581.247131348,1
9d81a57b0fe74c40d0a2049a66bbe8568db4dc9c,1,0,0,nan,0,0,1,0,581.200725,1
8cf27c39faafd5bf8ca8554d991f3a73f60a6228,3,0,0,177.0,0,0,1,0,581.081,1
45975dfafb0ab096421b115209f4b06189d84f6f,7,0,0,27.5,0,0,1,0,203.77873,1
249703ff69bc1f9bd6169d2f202956510d4bf229,1,0,0,nan,0,0,1,0,581.03331,1
0847172f0a9e48a6c601053a6bee97395c029773,2,0,0,44.0,0,0,1,0,580.942,1
b5a50cde63f9b4550544832a59044be0496f5e2e,5,1,0,730.0,0,10.906499792999966,1,0,429.796155564,1
b5a50cde63f9b4550544832a59044be0496f5e2e,1,0,0,nan,0,0,1,0,151.525875214,2
3d488c531fc7438d1578175087ea3b5c93585556,1,0,0,nan,0,0,1,0,356.852417,1
3d488c531fc7438d1578175087ea3b5c93585556,1,1,0,4.0,0,0.20062800000005154,1,0,225.20062800000005,2
2ca6bf59d71920304feff91d79a45f2e715a8ee6,1,0,2,nan,75.137,0,1,0,581.222,2
0d27d93d6adb760f5f2fb2dfa4f30e38cdfacd7e,5,2,1,2.0,11.0,40.52099999999999,1,0,172.802,3
890b7739f0b03c6d1cf4335f36449180fc0e7087,2,0,0,30.000000000000004,0,0,1.75,0.25,581.28549719,1
c8a805e03ec710c5e5d77387e257a9b99f6f9c25,1,0,0,nan,0,0,1,0,294.001451,1
c8a805e03ec710c5e5d77387e257a9b99f6f9c25,1,1,0,nan,0,297.8337410000001,1,0,579.1,2
c8a805e03ec710c5e5d77387e257a9b99f6f9c25,5,11,0,25.0,0,515.5360179999999,1,0,581.233595,3
c8a805e03ec710c5e5d77387e257a9b99f6f9c25,2,7,0,4.0,0,312.4361869999999,1,0,267.235056,4
a4dfc58e237e8cff519aa470ed4fbe38957bc246,1,1,0,611.0,0,284.14842,1,0,581.14842,1
9ded338b49c670f6d5146eb241a5eb039b7ee5a5,4,3,0,75.0,0,42.623000000000005,1,0,581.241,2
23631cb5b336770ab930e040f322c2d22090ab68,1,0,0,nan,0,0,1,0,580.981,1
23631cb5b336770ab930e040f322c2d22090ab68,2,0,0,250.50000000000003,0,0,1,0,515.4200000000001,2
53b2ca4cd09c5fd8ab1662fab896e78c3671aadd,1,0,0,nan,0,0,1,0,105.857681967,1
53b2ca4cd09c5fd8ab1662fab896e78c3671aadd,1,0,0,nan,0,0,1,0,475.49064710399995,2
069245c1c8c108d21729fd88a465f2cf200034b5,1,0,0,nan,0,0,1,0,581.184422,1
dd30385995293b456ca5e199b581c6230deac7d8,1,0,1,nan,541.599387,0,1,0,580.629948,1
9e9708d13ac9bccaf82e55fdcb3e8d1e441e97ee,3,0,0,323.5,0,0,1,0,581.413879395,1
2f4e8f316844cc7575dc2a1ef6bb9e2de5e03fed,1,0,0,nan,0,0,1,0,581.357666016,1
fa53c0f130400e6914221ee49c9d9f1bfb4895d5,1,0,1,nan,28.933084000000008,0,1,0,581.166666,1
a5bf970f15d368337fc6c050641af3ba147bf3f1,2,0,0,7.0,0,0,1,0,581.067016602,1
bcc6424ae35cb0f2f5c33f767fb168299104d3fc,0,0,0,nan,0,0,1,0,204.0,1
219886d4af7b4bec6ce97493ed088805a18870dc,4,0,0,71.0,0,0,1,0,327.652746,1
219886d4af7b4bec6ce97493ed088805a18870dc,1,0,0,nan,0,0,1,0,253.48888699999998,2
1d5284fe70ab36edd58f5bdd2b80ef0dcc9b9dcd,2,0,0,205.0,0,0,1.25,0.25,580.867707,3
7f07fed2721a2f0836d4259426461d329556898e,1,0,0,nan,0,0,1,0,581.334692,3
cce3e3d4263d737aef2a37ac33c7153ed84cec3e,1,0,0,nan,0,0,1,0,141.283062,1
da8e0dca627899510d1194c2bc7aa145de0c6e2a,1,0,3,nan,29.780773999999997,0,1.5,-0.5,112.861768,1
227c801034f7c3d9ff581098d4fcebdbb87a32ca,1,0,0,nan,0,0,1.125,0.125,581.21405672,1
bc82a8c84faca0c298b564d6545fbce330ace190,1,0,0,nan,0,0,1,0,581.229688,1
2dfb7a206d54784a7c94f7fc82fb7e06905dd5a5,3,0,0,184.50000000000003,0,0,1,0,581.238999,1
2dfb7a206d54784a7c94f7fc82fb7e06905dd5a5,0,1,1,nan,209.13400099999998,219.11599700000002,1,0,219.365997,2
1f96610c1249943e439cab12be6475b0c44c77b2,2,0,0,380.0,0,0,1,0,581.334692,1
993ca2bc73007e6aa4fe9a8f1b70c130db0c9ce7,1,0,0,nan,0,0,1,0,522.9402630000001,2
91e5683d8084f293d2c167e51f01cecb192c9e77,1,0,0,nan,0,0,1,0,581.136324,1
acdf8c8bfd59f2bb57d6497f84fa2429123d8b96,3,0,9,4.5,186.1649939999998,0,1,0,559.199229,1
acdf8c8bfd59f2bb57d6497f84fa2429123d8b96,1,0,0,nan,0,0,1,0,581.103475,3
ff065b75c81334f0e6fff4e28547be5b521f77a3,4,0,0,40.0,0,0,1,0,581.101318359,1
885763e0381dccfaefeb61edec9dc6a57ba4cc98,2,0,0,17.0,0,0,1,0,581.334692,1
daaf66ee68525956d43e0d7548370ffab4089e8e,1,0,0,nan,0,0,1,0,581.230409309,1
6b3f3d17f19a74f345a081ad6d9df7695d11cabe,3,2,0,333.5,0,105.052,1,0,578.041,2
147690fd799b543b6364716d5f45857b871d1508,9,0,0,4.0,0,0,1,0,192.34387207,1
