user_id,NP,NB,NF,MP,SR,RL,AS,ES,TP,session_no
9e933ed7dd612104abb826f47be90460ce18559c,3,0,0,140.0,0,0,1,0,632.601,1
3ddfee1d14fc68f5b990d3ea22cc0762a72c3c0f,1,0,0,nan,0,0,1,0,632.521,2
a37dd66db40e86b1c07c9222745313b36c4f8ba7,11,2,1,24.0,51.216185,430.50586200000004,1,0,632.610384,1
a37dd66db40e86b1c07c9222745313b36c4f8ba7,3,1,0,52.0,0,28.800231999999994,1,0,632.720201,2
b05f0ad387d091e932655e81bf6a4d089b302277,1,0,0,nan,0,0,1,0,632.758,1
7e94fef6b36d3566794198feab74c637180e167e,13,11,0,7.0,0,144.37599999999983,1,0,623.674,6
8af43e17328ac256602b1256a5bd290b6ae79c80,1,0,0,nan,0,0,1,0,632.804,2
4108cffb34b33ac1e188ab807d81ae411bd8d0c5,10,0,0,20.5,0,0,1,0,318.1710709,2
1434eb3445a8a023fe308b50e71cb504d19061c2,1,0,0,nan,0,0,1,0,632.800194992,1
1434eb3445a8a023fe308b50e71cb504d19061c2,2,0,0,66.0,0,0,1,0,409.405474977,3
c4ead633131aa106b0a65d55e6d3cf8c3f77cf6d,76,0,0,0.5,0,0,1,0,629.02,1
c4ead633131aa106b0a65d55e6d3cf8c3f77cf6d,4,0,0,5.0,0,0,1,0,326.451,2
2ddeb7d074cfc0e076014698cd09662511019b0d,2,0,0,521.0,0,0,1,0,632.878999,1
30fc4b511260f5b49344cb3cf5ad439f05543baf,2,0,0,28.5,0,0,1,0,632.553405762,1
30fc4b511260f5b49344cb3cf5ad439f05543baf,1,0,0,nan,0,0,1,0,632.725402832,4
30fc4b511260f5b49344cb3cf5ad439f05543baf,3,1,0,615.5,0,428.22320556599993,1,0,297.702148437,5
30fc4b511260f5b49344cb3cf5ad439f05543baf,1,0,0,nan,0,0,1,0,391.865814209,6
30fc4b511260f5b49344cb3cf5ad439f05543baf,3,0,0,985.5,0,0,1,0,241.61682128899997,7
30fc4b511260f5b49344cb3cf5ad439f05543baf,2,0,0,4.0,0,0,1,0,632.8807711,8
30fc4b511260f5b49344cb3cf5ad439f05543baf,2,2,0,58.0,0,1.5701682999998638,1,0,632.8133333,11
30fc4b511260f5b49344cb3cf5ad439f05543baf,2,0,0,32.0,0,0,1,0,632.8659701,12
30fc4b511260f5b49344cb3cf5ad439f05543baf,1,0,0,nan,0,0,1,0,632.6057467,13
cefa03515914400c4dbc37a72e345bede1c8ff5f,6,5,23,23.0,156.6766849999995,19.855067000000012,1,0,621.003015,2
4935ca20edc833849587e908e81aeaa16f2bc2ec,1,0,0,nan,0,0,1,0,621.868227,4
0ac515c3d908ba8a9315c996e692b7da63c4c3cc,6,0,5,8.5,588.33692167619,0,1,0,632.874145508,2
0ac515c3d908ba8a9315c996e692b7da63c4c3cc,1,0,0,0.0,0,0,1,0,269.664405419969,3
