user_id,NP,NB,NF,MP,SR,AS,RL,TP,ES,session_no
44bf129557db02b7a98668ab08a1c99ddebac8bd,3,0,0,349.5,0.0,1.0,0.0,781.815872,0.0,1
18c1ed8c9088826ab7dd0f6e2c8c9ed3a915b723,2,3,0,142.0,0.0,1.0,123.351811,750.720657,0.0,2
03082f5c281b5d6f9148aee92e18a129c1824378,2,1,0,1.0,0.0,1.0,327.981,781.461,0.0,1
b3633b9fa0b15b4ae4e62648d5d8eaee20cac5c4,2,0,0,1358.0,0.0,1.0,0.0,700.792768753,0.0,2
23ae2705ab5e3fb1ad6696a91d4e0e25ced73d47,3,0,0,118.0,0.0,1.0,0.0,183.849682,0.0,1
23ae2705ab5e3fb1ad6696a91d4e0e25ced73d47,3,6,0,30.0,0.0,1.0,297.174646,781.650816,0.0,4
e9dcb00d3305b4e2bc3ce5c29dc2e23bb2f99c37,18,0,0,3.0,0.0,1.0,0.0,346.541,0.0,3
e9dcb00d3305b4e2bc3ce5c29dc2e23bb2f99c37,25,1,0,30.0,0.0,1.0,48.501,351.262,0.0,4
2854d9ddd9a9b86225385f85c7765a3628d27d13,10,1,0,33.0,0.0,1.0,12.46,781.561,0.0,1
fbb41d78e57173203ab60c65e866db22a95515e6,2,0,0,916.0,0.0,1.125,0.0,781.288485,0.125,1
51aae02cfed29013b641f68f42b65cb73761ffcd,12,12,1,114.0,5.0,1.0,217.292,181.743,0.0,3
51aae02cfed29013b641f68f42b65cb73761ffcd,7,4,0,131.5,0.0,1.0,55.742,100.15,0.0,5
51aae02cfed29013b641f68f42b65cb73761ffcd,13,19,1,95.0,8.648,1.0,253.863,174.652,0.0,9
51aae02cfed29013b641f68f42b65cb73761ffcd,16,13,1,79.0,19.888,1.0,571.026,271.632,0.0,10
600ac21f7086d7f81cfd3fbaf6ca13f55e7b77cf,8,13,0,108.0,0.0,1.25,296.021108,781.478494,-0.25,1
600ac21f7086d7f81cfd3fbaf6ca13f55e7b77cf,5,6,21,7.5,1172.365886,1.25,942.647655,775.574876,-0.25,2
9733b6dd314a80d9aa6eecebb2ba10cd80723259,4,0,3,241.0,705.582267284,1.0,0.0,781.543029785,0.0,1
9733b6dd314a80d9aa6eecebb2ba10cd80723259,2,2,0,29.0,0.0,1.0,775.748657227,528.0,0.0,4
016efcd147fc382a3af2169ef9815c5d21b09e6f,8,2,3,94.0,38.217,1.0,65.522,781.721,0.0,1
016efcd147fc382a3af2169ef9815c5d21b09e6f,2,1,0,1.0,0.0,1.0,17.322,428.521,0.0,3
016efcd147fc382a3af2169ef9815c5d21b09e6f,2,1,0,1497.0,0.0,1.125,473.08,471.0,0.125,5
016efcd147fc382a3af2169ef9815c5d21b09e6f,8,5,6,67.0,142.0,1.0,366.554291,374.115,0.0,6
4ac99326bf959a5dcd950247c7fd7ec45eec6922,2,0,0,79.0,0.0,1.0,0.0,779.612109,0.0,2
4ac99326bf959a5dcd950247c7fd7ec45eec6922,5,0,1,275.0,586.39669,1.0,0.0,781.614058,0.0,3
4bebbc81b1ca1af8ca7e0899a0edf29ca87fa850,4,0,0,36.0,0.0,1.0,0.0,781.555124,0.0,1
c4107ad979bb2acd0c6b0955fc2fbfebbca9c0ab,2,3,0,134.0,0.0,1.0,59.677005,781.641722,0.0,2
d7acdb7a1beab602c653b7fadbdffb0babcc0420,5,0,1,156.0,311.732471156,1.0,0.0,781.715032821,0.0,5
d7acdb7a1beab602c653b7fadbdffb0babcc0420,2,0,0,165.0,0.0,1.0,0.0,781.539829944,0.0,6
fc012e3834734bbdd3a9c2da350ebfcce70246ce,2,0,0,75.0,0.0,1.0,0.0,781.480498,0.0,2
650707423a882db08c82d10de3c71a9d887e138d,2,0,0,2.0,0.0,1.0,0.0,781.672006,0.0,2
3241f5778a35488ca297b9c6b3f63718900f8cae,3,5,9,23.5,970.524492,1.0,988.15773,781.614444,0.0,2
3241f5778a35488ca297b9c6b3f63718900f8cae,17,5,0,15.0,0.0,1.0,21.353264,777.480702,0.0,6
cc150a76a9e73ffbc599072b1fd9d7e312ffc0f9,7,13,1,20.0,705.0,1.0,1275.526364,781.779678,0.0,2
5abd8254d2f5e85eaa30b852bfe031ee55da7ff0,3,0,0,35.0,0.0,1.0,0.0,781.656895,0.0,2
becfa26ea00d3bb935886bf90f3d341cd1a5dff5,12,2,0,6.0,0.0,1.0,6.74068,161.66361,0.0,1
becfa26ea00d3bb935886bf90f3d341cd1a5dff5,22,3,4,21.0,569.260834,1.0,80.757033,619.984394,0.0,2
1a97f3ac62df32f0f732a7a7916753dc8c5692e0,8,0,0,8.0,0.0,1.0,0.0,781.6582345,0.0,3
30c306279566b342d40c965f449dd3b18ac1a5d9,9,0,0,5.0,0.0,1.25,0.0,781.245261,0.25,1
b4421e9523f0c548adab2379a8ba0dc110b64e95,9,1,0,46.5,0.0,1.0,33.239546,592.239546,0.0,2
b4421e9523f0c548adab2379a8ba0dc110b64e95,8,0,0,63.0,0.0,1.0,0.0,781.673537,0.0,3
2fe56ed5ae7b2166c689258d86a6f8480d019dfe,4,3,0,71.0,0.0,1.0,205.551732375,608.626411442,0.0,1
2fe56ed5ae7b2166c689258d86a6f8480d019dfe,11,1,2,43.0,166.705962714,1.0,202.256169796,781.692694588,0.0,3
4118320a8f5010d4b0015fec473aefb9e66c250e,3,0,0,27.0,0.0,1.0,0.0,417.397528,0.0,2
2f42110b4c38a2f59b867eec29d921e66ab94f35,2,0,0,1.0,0.0,1.0,0.0,252.973679256,0.0,1
bddbe3838064608d93dabb561a5e0eab72da70b4,6,0,0,109.0,0.0,1.0,0.0,781.59645,0.0,2
bde4215cedd43a8d908370fc4d6aef6ed5d9253a,6,0,0,21.0,0.0,1.0,0.0,781.532928,0.0,1
822630374d168c89ccfa6fad4b11b561018f06f0,5,3,1,35.5,94.0,1.125,98.498879,781.727414,-0.125,2
ffb8af4890aed06468ef7e83b80cbfc215dd3b1e,2,1,3,47.0,49.390954,1.0,103.480317,780.813378,0.0,1
ffb8af4890aed06468ef7e83b80cbfc215dd3b1e,1,2,2,22.0,71.985716,1.0,783.802765,778.0,0.0,2
ca33c5092fbe95776c4b034e1bfb4fe63142c9b7,17,7,2,9.5,1191.0,1.0,780.475416,781.612976,0.0,1
ca33c5092fbe95776c4b034e1bfb4fe63142c9b7,4,8,0,3.5,0.0,1.0,487.809,438.0,0.0,2
ca33c5092fbe95776c4b034e1bfb4fe63142c9b7,9,7,4,30.0,68.735,1.0,713.263,555.582,0.0,3
793045d0a6386be7b77bddafb6f4e2881aab5921,3,0,0,11.0,0.0,1.0,0.0,325.459241,0.0,1
793045d0a6386be7b77bddafb6f4e2881aab5921,3,0,0,5.0,0.0,1.0,0.0,153.547257,0.0,3
793045d0a6386be7b77bddafb6f4e2881aab5921,5,0,0,26.0,0.0,1.0,0.0,266.484491,0.0,4
0bc6d66a3f47bb8fffb7e9331d248341193811a4,3,1,0,20.0,0.0,1.0,47.184739,781.425419,0.0,1
0bc6d66a3f47bb8fffb7e9331d248341193811a4,3,0,0,133.5,0.0,1.0,0.0,781.386689,0.0,3
0bc6d66a3f47bb8fffb7e9331d248341193811a4,2,0,1,457.0,21.728232,1.0,0.0,522.590612,0.0,4
65c09338ccbc2e449ac9b107a5443d3509414c1e,2,0,2,76.0,304.468416,1.0,0.0,549.322484,0.0,2
65c09338ccbc2e449ac9b107a5443d3509414c1e,4,6,2,32.746617,15.248438,1.25,154.494782,781.055813,0.25,10
417130dcec4d01f661e56d07f433d1939cabf02e,1,2,0,1.0,0.0,1.0,46.813184,475.170957,0.0,1
2eaa8b5954923991805401d7e5ee379dc4063b6f,4,4,1,96.0,47.992019,1.0,360.03247,380.551836,0.0,2
b839766b1a058b37716ca8cd403f808b4a985135,7,2,21,38.5,158.110063,1.0,33.83416,781.3952,0.0,1
b839766b1a058b37716ca8cd403f808b4a985135,3,1,2,260.0,586.532449,1.0,4.978775,781.691245,0.0,5
8c855807b998a9b65b8f86f998e9fbf352576182,6,0,0,62.0,0.0,1.0,0.0,781.622,0.0,1
5e79917f7e071fb7fff5fb76fbbedafd133e6fa3,1,0,0,3.0,0.0,1.0,0.0,194.7396097,0.0,1
5e79917f7e071fb7fff5fb76fbbedafd133e6fa3,2,0,0,152.0,0.0,1.0,0.0,781.410311733,0.0,3
5e79917f7e071fb7fff5fb76fbbedafd133e6fa3,8,8,3,63.0,6.80525789,1.0,311.751787554,531.927515016,0.0,4
5e79917f7e071fb7fff5fb76fbbedafd133e6fa3,4,6,3,112.0,114.322634191,1.0,415.791612814,249.753800117,0.0,5
ca8ad4d19852669bc3096213b67cc55f3d52d0ae,5,2,0,421.5,0.0,1.0,69.403,781.521,0.0,1
b59401f0656577b7080369bc1cb3046102712009,4,0,0,50.0,0.0,1.125,0.0,781.392138,0.125,1
aa699ed29a1b2688082a17ead6fa3dd442d55567,7,3,0,20.0,0.0,1.0,214.402221,773.706076,0.0,1
aa699ed29a1b2688082a17ead6fa3dd442d55567,28,14,1,26.0,19.876123,1.0,885.55115,771.045578,0.0,2
2984103701cbff69055fa9264ee9708b7a1672c4,18,0,0,133.5,0.0,1.0,0.0,781.721,0.0,1
cac31c908f49b0a28f267138f683eda0f9358061,6,1,0,103.0,0.0,1.0,12.439916,781.626796,0.0,1
75d35f4741af46903b03276995edee9e31d63f14,3,2,0,27.0,0.0,1.0,28.924738,380.146326,0.0,2
0c777ea6bd0bed49401851fa0b3b4ee61b5465d7,6,8,1,112.0,10.554241,1.25,213.562936,781.573231,0.0,1
6323898e604757493a89c554d352082f4cccd19d,2,0,0,97.0,0.0,1.0,0.0,781.493361,0.0,1
316baf359890a9ef48dd8b2213a20094bd106162,4,0,0,7.5,0.0,1.0,0.0,779.545805,0.0,4
316baf359890a9ef48dd8b2213a20094bd106162,6,1,1,107.0,2.81,1.0,5.0756,369.532425,0.0,6
1745d4d06900073762473f1a495c94e56ac6e068,4,0,0,39.0,0.0,1.0,0.0,781.545898438,0.0,2
e7ff9b0b444c058439fb96c2ab16e795f7f4cb31,41,5,0,55.0,0.0,1.0,108.717,781.641,0.0,1
3625e67f6019a367340041d3589e9c501b0bbfc2,5,0,0,35.5,0.0,1.0,0.0,781.714331,0.0,1
3b824eea608fbdbd563349535bea709f559f9e50,1,0,0,132.0,0.0,1.0,0.0,781.266105,0.0,1
2c608692f8f628660dc62009d83318f421788efb,2,0,0,170.0,0.0,1.0,0.0,149.072108,0.0,1
c3a0b68f75fe02fedd1431eebce647c00c82387c,4,0,0,0.0,0.0,1.0,0.0,781.656961,0.0,2
2f695392727d5522bfcfe842333b391fe6a93a5c,5,2,0,78.0,0.0,1.0,25.938,306.807,0.0,3
9c2c776bd207843fdaa875b89aab985aea586859,2,0,18,299.0,304.476194,1.0,0.0,781.713032,0.0,4
de53d0d5e7a94d41998d823d08ec6795a7319ea4,5,0,0,8.0,0.0,1.0,0.0,781.470348,0.0,3
1aa3faa4ac7ab4d69b1b6aeebc709c260620eed5,2,0,0,855.0,0.0,1.0,0.0,202.8854008,0.0,2
1aa3faa4ac7ab4d69b1b6aeebc709c260620eed5,4,0,0,681.0,0.0,1.0,0.0,578.6272469,0.0,3
38a24a272ed1e9166f77c68aac48e6f83f92e687,4,3,6,67.0,617.433498,1.0,71.253032,781.668714,0.0,1
38a24a272ed1e9166f77c68aac48e6f83f92e687,9,8,12,44.5,543.489495,1.0,938.522668,367.213791,0.0,2
2e9cc7ee62ec7b423982bc33683f9a7b71dc0482,4,1,0,57.0,0.0,1.375,7.621611,781.422023,-0.125,3
6d8dd9591ba4cb3a2dff02ace554a0c5e56db5e8,2,5,1,86.0,3.0,1.0,30.885009766,781.513000488,0.0,2
e780a36724aaf31112f179da7a1f5ef2e04908d3,3,0,0,161.0,0.0,1.0,0.0,781.514081,0.0,2
ac7b65610e581c94b3687273cd5d3a0f22a0f3de,7,1,0,23.5,0.0,1.0,7.598,781.376,0.0,2
40b7fa4c2237f4a5aa61f128314c8696789a371a,4,1,2,147.0,244.28928785,1.0,7.071616901,435.344719235,0.0,4
40b7fa4c2237f4a5aa61f128314c8696789a371a,3,0,0,82.0,0.0,1.0,0.0,349.838394328,0.0,6
9cdea1977c7c7505a7af245446ecced41271378a,3,3,0,6.0,0.0,1.125,73.290065,781.711382,-0.125,1
9cdea1977c7c7505a7af245446ecced41271378a,1,0,0,6.0,0.0,1.125,0.0,425.92653,0.125,2
573db4b2e792470fd301bd6b122c0bf5c0ec81ad,9,1,0,36.0,0.0,1.0,8.636291718,781.421944732,0.0,1
152b4064599320366acc8b9da8e621446520add2,3,7,12,351.0,469.168472,1.0,94.122766,764.450311,0.0,1
2aae510eac84291c2584e09bdc848f33bd160e11,22,2,0,15.0,0.0,1.0,27.372,781.671,0.0,2
886973a496ea226a1614901de5ce99f8d74edd86,3,0,0,234.5,0.0,1.0,0.0,781.625052,0.0,1
13900f8eeecac288bb91415c8078b7628d9fbf45,2,0,0,69.0,0.0,1.0,0.0,781.568444787,0.0,2
90a187a0e017b5ec325d113443e543a28dd2ad8c,3,1,0,46.0,0.0,1.0,63.543061,705.372721,0.0,1
37d45827529ebe75ffa548a4ec036c2a9b9a9822,3,5,0,271.5,0.0,1.0,592.037252961,133.704101562,0.0,3
462ac548942773643364f7601b688f7a74e859c1,3,0,0,39.0,0.0,1.0,0.0,781.261,0.0,1
d23996d9e88717193a406bd82ab8da9d3db303b6,2,1,1,378.0,38.0,1.0,356.682632,417.682632,0.0,2
c25429df511bd24c5ebd1719373e21141474812b,8,0,0,85.0,0.0,1.0,0.0,778.676,0.0,2
5f6c5c5256171170c2468a54dd63027692287c7d,4,1,0,21.0,0.0,1.0,12.84,601.6,0.0,1
4789c03f32ead274679a5bbb1a91a967165dd8b8,2,0,0,43.0,0.0,1.0,0.0,781.68526,0.0,1
ed2c535e14bc2590dff82dc67ab33bd4f82b014c,2,0,0,74.0,0.0,1.0,0.0,781.619659,0.0,1
48894c745de5c26e71ad6a5874fc05591a8a4e8e,6,0,0,57.0,0.0,1.0,0.0,781.526795,0.0,1
03fefd2ce586233ee737ecd1f28fbf1b38a1e7cc,1,1,15,1.0,607.518741,1.0,66.485628,744.22283,0.0,1
55115263030e3c3f1858f913f628dbf0b2be3acf,5,3,0,97.0,0.0,1.0,8.071774,781.703293,0.0,2
2910e3242b0f4f032e258ed9273cc3e83ed71800,2,2,2,43.0,2.521,1.0,12.154556,195.372154,0.0,2
2910e3242b0f4f032e258ed9273cc3e83ed71800,2,0,0,1781.0,0.0,1.0,0.0,334.430658,0.0,3
2910e3242b0f4f032e258ed9273cc3e83ed71800,2,1,3,74.0,46.491973,1.0,0.878366,241.603628,0.0,4
aa36dcc381bc83978c276c8f1bbc0bd6b6b110ea,5,0,0,204.0,0.0,1.0,0.0,781.684,0.0,3
e91d00db3b20d3a9b15b9308dbb89b67606ead4d,8,1,1,32.0,37.62,1.125,295.928,781.611,-0.125,1
626fb2e315e6cf59f64a9a0b604366a9ece13bb1,14,5,1,31.0,106.763,1.0,177.357,781.598,0.0,2
7d722582a0e0e73dad328873e29dbaab9311fc14,1,0,0,14.0,0.0,1.0,0.0,295.064515,0.0,1
553868f1d4fb3739020859cdd7fab0101aa0ee14,11,5,1,44.0,722.81795,1.0,162.169999,781.676053,0.0,3
24278ef007a1cad3427ff297304eb9c0e7132749,6,1,0,20.0,0.0,1.0,99.94,781.622,0.0,1
24278ef007a1cad3427ff297304eb9c0e7132749,5,2,0,81.4781505,0.0,1.0,67.046151,781.642868,0.0,2
24278ef007a1cad3427ff297304eb9c0e7132749,2,1,2,0.194337,124.997133,1.0,46.977021,260.0,0.0,3
24278ef007a1cad3427ff297304eb9c0e7132749,1,3,7,6.24046,356.84574,1.0,48.300326,445.0,0.0,5
17b2500cd3d3c14c74dac9b559d965b63f3e0c73,2,0,0,1.0,0.0,1.0,0.0,781.3961273,0.0,1
5fcb205721ac07780935e43567d8de388b59b118,2,0,0,29.0,0.0,1.0,0.0,486.049226,0.0,3
5fcb205721ac07780935e43567d8de388b59b118,2,3,1,2.5,108.29206,1.0,555.880443,773.556369,0.0,5
5fcb205721ac07780935e43567d8de388b59b118,2,1,4,16.218962,579.658546,1.0,39.097633,722.775784,0.0,6
256145038f27c1baeb8f8d425c312bb49eef1fb7,10,1,18,32.0,630.849506,1.0,405.721972,756.721972,0.0,2
281af7e1577bf4fd4f1e7571c02bc6cabdd6fc2a,2,0,12,149.5,326.251,1.0,0.0,781.621,0.0,1
eecf883f16ca149faf92ae501f68345a447cf0aa,13,1,0,2.5,0.0,1.0,1.034962,233.664565,0.0,1
eecf883f16ca149faf92ae501f68345a447cf0aa,18,14,7,22.5,17.67,1.0,172.287107,781.460813,0.0,2
eecf883f16ca149faf92ae501f68345a447cf0aa,7,0,0,2.5,0.0,1.0,0.0,780.533461,0.0,6
3f0b6641d2e9b50b172f64ed9dfeaf3ae6694126,3,1,2,367.0,79.568,1.0,106.372,170.993,0.0,5
70fddae87fd65bcde2ecc8f80469ea5410781ba2,2,0,0,4.0,0.0,1.0,0.0,592.620447,0.0,2
70fddae87fd65bcde2ecc8f80469ea5410781ba2,1,2,0,6.0,0.0,1.375,508.681987,466.497399,-0.125,5
70fddae87fd65bcde2ecc8f80469ea5410781ba2,2,1,0,756.0,0.0,1.125,570.05494,567.0,-0.125,6
70fddae87fd65bcde2ecc8f80469ea5410781ba2,4,6,5,57.0,762.870114,1.0,999.496181,722.767041,0.0,7
dd90d063d2408cc6f83bbf1b608387b178b426c8,5,0,0,93.0,0.0,1.0,0.0,425.886710018,0.0,2
dd90d063d2408cc6f83bbf1b608387b178b426c8,10,0,0,18.0,0.0,1.0,0.0,355.746124519,0.0,3
39a53138fe8d4e11a37719aeb3df615cc0850c82,4,3,5,8.0,444.26917,1.0,543.29385,438.922207,0.0,1
04e449beca1f6e43bfc659374d63f260f09f7875,2,0,0,7.0,0.0,1.0,0.0,781.529356,0.0,1
68a97904bd92a30236757f3a9c9b21cf6168dbd3,2,0,0,16.0,0.0,1.0,0.0,314.873819,0.0,4
8e38e7286d49caa0b021cd91ede909393c165cf5,2,0,0,5.0,0.0,1.0,0.0,100.737,0.0,1
8e38e7286d49caa0b021cd91ede909393c165cf5,4,0,0,60.5,0.0,1.0,0.0,681.028,0.0,2
c4fea7c0ea445ac8fdb6498c6da8e79a4261bae6,5,0,0,18.0,0.0,1.0,0.0,781.701,0.0,1
252dd71dc6cf42ac9354bb6e59e99e0ea59767c6,2,0,0,40.0,0.0,1.0,0.0,781.709823,0.0,2
2d48eb968bf325497841d88b5d034cd0044c5a71,3,0,0,70.5,0.0,1.0,0.0,333.429103,0.0,1
2d48eb968bf325497841d88b5d034cd0044c5a71,2,3,0,722.0,0.0,1.0,402.739,781.64,0.0,2
9a81a430ec5a4a22d3496fdc58769b7611aa13f3,3,2,11,689.0,117.234,1.0,2.342,781.58,0.0,2
4331781d9632727f1eed0b7e7d87232b3ad86e03,13,5,2,20.0,29.08842,1.0,360.798093,694.081776,0.0,2
a3b57fe25142f5f61effeca68affe0f26319d14e,4,2,0,131.0,0.0,1.0,116.221949,781.414512,0.0,2
2cf0cc279bc1623201ecc919126fb6fe7f068c6b,6,0,0,80.0,0.0,1.0,0.0,781.494866,0.0,2
e3868262c522a2dbc7502c18a3c44027c32f3b4c,5,0,0,258.5,0.0,1.0,0.0,781.714272,0.0,1
c186b651b892e4804352c4f0461d187ba90b2c23,10,0,0,24.0,0.0,1.0,0.0,781.620254981,0.0,1
be1fa4e7d3974e78dee876bc2bbe24ad2fab57f9,3,0,0,43.5,0.0,1.0,0.0,781.68,0.0,1
be1fa4e7d3974e78dee876bc2bbe24ad2fab57f9,10,3,0,33.0,0.0,1.0,108.326,781.807,0.0,2
be1fa4e7d3974e78dee876bc2bbe24ad2fab57f9,2,0,0,328.0,0.0,1.0,0.0,781.670453,0.0,3
8713eb1d7cdc3272dd4101fedf7e6967a0efb81c,3,0,1,434.0,83.0,1.0,0.0,781.547641,0.0,2
8713eb1d7cdc3272dd4101fedf7e6967a0efb81c,1,1,3,261.0,1385.031066,1.0,85.754104,656.0,0.0,3
3ad37d6ad3884b1d3e85248f3e54e6c0f3434150,3,1,0,30.5,0.0,1.0,16.761,464.021,0.0,2
3ad37d6ad3884b1d3e85248f3e54e6c0f3434150,3,0,0,17.5,0.0,1.0,0.0,317.343,0.0,5
c02130c4b9f8c516e661cb9bff2bed1604f6dc53,2,0,0,94.5,0.0,1.0,0.0,651.833535088,0.0,2
8f9b69380fe36d6019b3aafa6486fd458ae3e3cd,4,1,0,19.5,0.0,1.0,29.0,355.263022,0.0,4
50a642b3c27c799ac3f894494fd894cb751c2eac,5,0,0,22.0,0.0,1.0,0.0,781.420124,0.0,1
2802fa135545c5d9a74f94397c2656b2b928a778,8,4,0,27.0,0.0,1.0,110.327005,781.547891,0.0,1
ad2b14707830369044b3d3b4555b4a3aab659fb8,8,8,1,14.0,6.916843,1.0,317.900178,781.544411,0.0,1
cca10a2df8481fb450bf3c1669df321250ea8240,29,3,1,27.5,6.579,1.0,48.259,781.661,0.0,1
9c509cc747d1ee3e89dd7d32b5d0d5ab83450b30,3,0,0,50.0,0.0,1.0,0.0,431.697589,0.0,1
af926dc6571171340eac9cb791291b753aedb7c1,8,9,0,264.0,0.0,1.0,277.484055964,545.035235717,0.0,3
9475225ebc4f4f6765f85cc1de0ccc3222de302e,8,3,0,73.0,0.0,1.25,177.817846,781.75811,-0.25,2
0b34652ab962e684da4bdf23c9ad46f6da4c50bd,10,4,2,77.0,95.163267,1.0,923.274737,671.602358,0.0,2
0b34652ab962e684da4bdf23c9ad46f6da4c50bd,1,0,0,1145.0,0.0,1.0,0.0,781.769409,0.0,3
