NP,NB,NF,MP,SR,RL,AS,TP,session_no,ES,cluster_label
0.0340909090909,0.0555555555556,0.0588235294118,0.00168067226891,0.113877739464,0.366841072975,0.25,0.996189486235,0.1,0.6,4
0.0113636363636,0.0,0.0,0.243137254902,0.0,0.0,0.25,0.99625888542,0.1,0.6,0
0.0227272727273,0.0,0.0,0.0187675070028,0.0,0.0,0.25,0.995457890876,0.0,0.6,0
0.0454545454545,0.166666666667,0.117647058824,0.03081232493,0.468389556627,0.00669429604906,0.25,0.996511614828,0.0,0.6,4
0.0454545454545,0.0555555555556,0.0294117647059,0.0047619047619,0.447077720024,0.631387586858,0.25,0.996426646531,0.0,0.6,4
0.0454545454545,0.0,0.0,0.00504201680672,0.0,0.0,0.25,0.994938573192,0.1,0.6,0
0.0113636363636,0.0,0.0,0.0156862745098,0.0,0.0,0.25,0.995999415513,0.0,0.6,0
0.0113636363636,0.0,0.0,0.111484593838,0.0,0.0,0.25,0.994932009614,0.0,0.6,0
0.0113636363636,0.0,0.0,0.00336134453782,0.0,0.0,0.25,0.996324183548,0.0,0.6,0
0.0227272727273,0.0555555555556,0.0,0.00756302521008,0.0,0.0144608518684,0.25,0.996405450872,0.0,0.6,0
0.0681818181818,0.0,0.0,0.0165266106443,0.0,0.0,0.3125,0.99629938739,0.1,0.25,0
0.0454545454545,0.111111111111,0.0588235294118,0.248739495798,0.190460116564,0.0220313947842,0.25,0.995877053399,0.1,0.6,0
0.0113636363636,0.0,0.0,0.00952380952381,0.0,0.0,0.25,0.996199540297,0.2,0.6,0
0.0113636363636,0.0,0.0,0.0291316526611,0.0,0.0,0.25,0.735756294923,0.4,0.6,0
0.0227272727273,0.0555555555556,0.0,0.0565826330532,0.0,0.0242888148838,0.625,0.123926830554,0.1,0.5,2
0.0113636363636,0.0,0.0,0.0106442577031,0.0,0.0,0.25,0.995648848391,0.0,0.6,0
0.0227272727273,0.0555555555556,0.0,0.148459383754,0.0,0.0112536972491,0.25,0.158871372171,0.0,0.6,2
0.0454545454545,0.0,0.117647058824,0.0151260504202,0.432639184959,0.0,0.25,0.996169784581,0.0,0.6,4
0.0909090909091,0.0,0.0,0.0078431372549,0.0,0.0,0.25,0.996097521886,0.0,0.6,0
0.0,0.0,0.0,0.053781512605,0.0,0.0,0.25,0.252895566705,0.1,0.6,2
0.0454545454545,0.0,0.0,0.106162464986,0.0,0.0,0.25,0.996543928161,0.1,0.6,0
0.0113636363636,0.0,0.0,0.00616246498599,0.0,0.0,0.25,0.996680891787,0.1,0.6,0
0.0113636363636,0.0,0.0,0.0481792717087,0.0,0.0,0.25,0.995543352806,0.1,0.6,0
0.0113636363636,0.0,0.0,0.0789915966387,0.0,0.0,0.25,0.995723485826,0.1,0.6,0
0.0340909090909,0.222222222222,0.0,0.00224089635854,0.0,0.0565340720452,0.25,0.996778006306,0.0,0.6,0
0.147727272727,0.388888888889,0.0294117647059,0.00588235294118,0.0101906606964,0.0556537015875,0.25,0.996652496942,0.0,0.6,0
0.0681818181818,0.166666666667,0.0,0.00504201680672,0.0,0.0701776690108,0.25,0.996029278153,0.0,0.6,0
0.0113636363636,0.0,0.0294117647059,0.00896358543417,0.479162515546,0.0,0.25,0.996144163695,0.0,0.6,4
0.0,0.0,0.117647058824,0.00224089635854,0.0561600153748,0.0,0.625,0.896249404903,0.1,0.7,3
0.613636363636,0.0555555555556,0.0,0.0117647058824,0.0,0.00449348812184,0.25,0.918095080061,0.1,0.6,0
0.0340909090909,0.0,0.0,0.00952380952381,0.0,0.0,0.25,0.995827954335,0.2,0.6,0
0.0113636363636,0.0,0.0,0.149579831933,0.0,0.0,0.25,0.996335894423,0.2,0.6,0
0.0681818181818,0.111111111111,0.0,0.0249299719888,0.0,0.0432753467259,0.25,0.996852636913,0.0,0.6,0
0.0,0.0,0.235294117647,0.000560224089636,0.143050968767,0.0,0.25,0.791377427354,0.0,0.6,0
0.0568181818182,0.0,0.0,0.0330532212885,0.0,0.0,0.25,0.99508736473,0.0,0.6,0
0.0113636363636,0.0555555555556,0.0,0.0140056022409,0.0,0.00864796133027,0.25,0.995889451612,0.0,0.6,0
0.0227272727273,0.0,0.0,0.00504201680672,0.0,0.0,0.25,0.996227576871,0.1,0.6,0
0.0681818181818,0.0,0.0,0.00728291316527,0.0,0.0,0.25,0.996786760874,0.0,0.6,0
0.0340909090909,0.0,0.0,0.0285714285714,0.0,0.0,0.25,0.996169288764,0.0,0.6,0
0.0340909090909,0.0,0.0588235294118,0.0560224089636,0.217426975252,0.0,0.25,0.996388206464,0.0,0.6,0
0.0113636363636,0.0,0.235294117647,0.00168067226891,0.464114661854,0.0,0.25,0.996981155694,0.3,0.6,4
0.0340909090909,0.0,0.0,0.012324929972,0.0,0.0,0.25,0.0434462954904,0.2,0.6,2
0.0227272727273,0.0,0.0,0.00112044817927,0.0,0.0,0.25,0.996052426504,0.0,0.6,0
0.0227272727273,0.111111111111,0.0,0.00224089635854,0.0,0.0998993784947,0.25,0.996219445533,0.1,0.6,0
0.0113636363636,0.0555555555556,0.0,0.00448179271709,0.0,0.226176005758,0.25,0.0731917148225,0.0,0.6,2
0.0227272727273,0.277777777778,0.411764705882,0.0201680672269,0.179731603816,0.00537742549205,0.25,0.996335252263,0.0,0.6,4
0.0454545454545,0.0,0.0,0.0117647058824,0.0,0.0,0.25,0.693242659672,0.0,0.6,0
0.0113636363636,0.222222222222,0.0,0.132212885154,0.0,0.0854144058508,0.25,0.996187575044,0.2,0.6,0
0.0,0.166666666667,0.0,0.000560224089636,0.0,0.108797257708,0.75,0.996249119778,0.1,0.6,3
0.0113636363636,0.0,0.441176470588,0.0187675070028,0.121820565554,0.0,0.25,0.980443409027,0.1,0.6,4
0.0113636363636,0.0,0.0,0.018487394958,0.0,0.0,0.25,0.996461952244,0.0,0.6,0
0.0113636363636,0.0,0.0,0.066106442577,0.0,0.0,0.25,0.829382834945,0.0,0.6,0
0.0113636363636,0.0,0.0,0.00672268907563,0.0,0.0,0.25,0.995605786517,0.0,0.6,0
0.0568181818182,0.722222222222,0.147058823529,0.0268907563025,0.0651199229493,0.152703950498,0.25,0.937762193955,0.3,0.6,4
0.0568181818182,0.111111111111,0.117647058824,0.0117647058824,0.424302309091,0.0118609663186,0.25,0.996219929877,0.0,0.6,4
0.0113636363636,0.0,0.0,0.0229691876751,0.0,0.0,0.25,0.995490492526,0.0,0.6,0
0.0113636363636,0.0555555555556,0.0,0.901400560224,0.0,0.152506359157,0.25,0.99609770536,0.0,0.6,1
0.0454545454545,0.0555555555556,0.0,0.0422969187675,0.0,0.115002276006,0.0,0.99611766912,0.0,0.4,0
0.0340909090909,0.0,0.0588235294118,0.00280112044818,0.0239271711926,0.0,0.25,0.996185980564,0.0,0.6,0
0.0227272727273,0.0,0.0,0.00168067226891,0.0,0.0,0.25,0.996605984002,0.0,0.6,0
0.0113636363636,0.0,0.0,0.0408963585434,0.0,0.0,0.25,0.996571620055,0.0,0.6,0
0.0113636363636,0.0,0.0,0.0302521008403,0.0,0.0,0.25,0.996145747253,0.0,0.6,0
0.0340909090909,0.0555555555556,0.0,0.00112044817927,0.0,0.0120779035217,0.25,0.996535254628,0.0,0.6,0
0.0227272727273,0.111111111111,0.0,0.000560224089636,0.0,0.00268675568876,0.25,0.996606628347,0.0,0.6,0
0.0454545454545,0.0,0.0,0.0137254901961,0.0,0.0,0.25,0.995963648478,0.0,0.6,0
0.0113636363636,0.0,0.0,0.127731092437,0.0,0.0,0.25,0.996243185255,0.0,0.6,0
0.0340909090909,0.0,0.0,0.00280112044818,0.0,0.0,0.25,0.996315144563,0.0,0.6,0
0.0113636363636,0.0,0.0,0.0117647058824,0.0,0.0,0.25,0.996278995523,0.0,0.6,0
0.0113636363636,0.0,0.0,0.0733893557423,0.0,0.0,0.25,0.996495822926,0.0,0.6,0
0.0113636363636,0.0,0.0,0.0212885154062,0.0,0.0,0.25,0.996106038155,0.1,0.6,0
0.0113636363636,0.0,0.0,0.000560224089636,0.0,0.0,0.5,0.996570641158,0.0,0.8,0
0.0227272727273,0.0,0.0,0.00616246498599,0.0,0.0,0.25,0.996380006907,0.1,0.6,0
0.0227272727273,0.0,0.0,0.206162464986,0.0,0.0,0.25,0.996008742127,0.0,0.6,0
0.0227272727273,0.0,0.0,0.168347338936,0.0,0.0,0.25,0.996122087795,0.0,0.6,0
0.0113636363636,0.0,0.0,0.0408963585434,0.0,0.0,0.25,0.996653744131,0.1,0.6,0
0.0454545454545,0.277777777778,0.411764705882,0.00980392156863,0.128616158113,0.487786693151,0.25,0.954232783102,0.2,0.6,4
0.0340909090909,0.0,0.0,0.000560224089636,0.0,0.0,0.25,0.996237667918,0.0,0.6,0
0.0113636363636,0.0,0.0,0.00224089635854,0.0,0.0,0.5,0.996409683888,0.0,0.4,3
0.0113636363636,0.111111111111,0.0,0.000560224089636,0.0,0.0171732538615,0.25,0.996058433106,0.0,0.6,0
0.147727272727,0.444444444444,0.0,0.0047619047619,0.0,0.133044239805,0.25,0.99682112082,0.0,0.6,4
0.0,0.0,0.0,0.0156862745098,0.0,0.0,0.25,0.0117779537957,0.0,0.6,2
0.0340909090909,0.0,0.0,0.0487394957983,0.0,0.0,0.25,0.996051465448,0.0,0.6,0
0.0113636363636,0.0,0.0,0.840896358543,0.0,0.0,0.25,0.996657455119,0.1,0.6,1
0.0113636363636,0.166666666667,0.0,0.0207282913165,0.0,0.0514078130237,0.25,0.995951572384,0.0,0.6,0
0.0227272727273,0.277777777778,0.0294117647059,0.00112044817927,0.000707027561969,0.0626109027869,0.25,0.995951113698,0.0,0.6,0
0.0113636363636,0.0,0.0,0.00504201680672,0.0,0.0,1.0,0.993048874432,0.1,0.4,3
0.0340909090909,0.0,0.0,0.0257703081232,0.0,0.0,0.25,0.996466364366,0.0,0.6,0
0.0113636363636,0.0,0.0,0.0134453781513,0.0,0.0,0.25,0.996522931266,0.0,0.6,0
0.0227272727273,0.111111111111,0.0294117647059,0.0128851540616,0.0487292600439,0.105493019614,0.25,0.996539052985,0.0,0.6,0
0.0113636363636,0.0,0.0,0.0078431372549,0.0,0.0,0.25,0.996315397714,0.0,0.6,0
0.113636363636,0.0555555555556,0.0882352941176,0.0582633053221,0.0365911254747,0.00154934942049,0.25,0.996538758115,0.0,0.6,0
0.0113636363636,0.0555555555556,0.0,0.00224089635854,0.0,0.0027603605821,0.25,0.99630142745,0.0,0.6,0
0.0227272727273,0.0,0.0,0.0151260504202,0.0,0.0,0.25,0.996169400159,0.0,0.6,0
0.0113636363636,0.0,0.0,0.00168067226891,0.0,0.0,0.25,0.99634588504,0.0,0.6,0
0.0681818181818,0.0555555555556,0.0,0.00504201680672,0.0,0.00401580824031,0.25,0.996670151983,0.2,0.6,0
0.0227272727273,0.0,0.0,0.0271708683473,0.0,0.0,0.25,0.995987913417,0.0,0.6,0
0.0340909090909,0.166666666667,0.0294117647059,0.00448179271709,0.47767604426,0.0456919137138,0.5,0.996216258205,0.0,0.4,4
0.0340909090909,0.0555555555556,0.0,0.0128851540616,0.0,0.0271362324565,0.25,0.996189942737,0.2,0.6,0
0.0568181818182,0.0555555555556,0.0294117647059,0.00952380952381,0.00685255351908,0.0139449947762,0.5,0.942342640625,0.0,0.6,3
0.0340909090909,0.0,0.0,0.00168067226891,0.0,0.0,0.25,0.996183479634,0.0,0.6,0
0.0227272727273,0.0,0.0,0.0212885154062,0.0,0.0,0.25,0.996377824872,0.0,0.6,0
0.0568181818182,0.166666666667,0.0,0.00616246498599,0.0,0.0607369322166,0.25,0.996314408263,0.0,0.6,0
0.0227272727273,0.0,0.0,0.0350140056022,0.0,0.0,0.25,0.996324248169,0.0,0.6,0
0.0113636363636,0.0,0.0,0.0336134453782,0.0,0.0,0.25,0.996424707876,0.0,0.6,0
0.0113636363636,0.0,0.0,0.0,0.0,0.0,0.625,0.996183374791,0.0,0.5,3
0.0113636363636,0.0,0.0,0.000560224089636,0.0,0.0,0.25,0.996406269954,0.0,0.6,0
0.136363636364,0.111111111111,0.0294117647059,0.0285714285714,0.404052967048,0.0470282192844,0.25,0.996565689533,0.0,0.6,4
0.0454545454545,0.0,0.0,0.000560224089636,0.0,0.0,0.25,0.996231532448,0.0,0.6,0
0.0681818181818,0.111111111111,0.0,0.0210084033613,0.0,0.0293406019226,0.25,0.996710396215,0.0,0.6,0
0.0227272727273,0.0,0.0,0.0717086834734,0.0,0.0,0.25,0.996668387134,0.0,0.6,0
0.0227272727273,0.166666666667,0.147058823529,0.0,0.232300761715,0.0403013353314,0.25,0.996677537919,0.0,0.6,4
0.0113636363636,0.0,0.0,0.262745098039,0.0,0.0,0.25,0.996366916883,0.0,0.6,0
0.0227272727273,0.0555555555556,0.0,0.17675070028,0.0,0.0898747927762,0.25,0.996323896509,0.0,0.6,0
0.0227272727273,0.0,0.0,0.0512605042017,0.0,0.0,0.25,0.996249091383,0.0,0.6,0
0.113636363636,0.444444444444,0.0,0.00196078431373,0.0,0.16061815814,0.25,0.996050495091,0.0,0.6,4
0.0113636363636,0.0,0.0,0.0274509803922,0.0,0.0,0.25,0.996827234448,0.1,0.6,0
0.0227272727273,0.0,0.0,0.0333333333333,0.0,0.0,0.25,0.996300853001,0.0,0.6,0
0.0227272727273,0.0,0.0,0.26974789916,0.0,0.0,0.25,0.995494860964,0.0,0.6,1
0.0113636363636,0.0,0.0,0.0218487394958,0.0,0.0,0.25,0.996808519277,0.1,0.6,0
0.0340909090909,0.111111111111,0.0,0.00224089635854,0.0,0.0537726453096,0.25,0.99628992317,0.1,0.6,0
0.0113636363636,0.0,0.0,0.000560224089636,0.0,0.0,0.4375,0.996140323838,0.0,0.75,0
0.0340909090909,0.0,0.0,0.00280112044818,0.0,0.0,0.25,0.996468168284,0.1,0.6,0
0.0795454545455,0.611111111111,0.0,0.0106442577031,0.0,0.111197665081,0.25,0.996212697929,0.3,0.6,4
0.0,0.0,0.0,0.0341736694678,0.0,0.0,0.25,0.996329959901,0.0,0.6,0
0.0113636363636,0.0,0.147058823529,0.00504201680672,0.0859452074161,0.0,0.25,0.996459724341,0.0,0.6,0
0.0113636363636,0.0,0.0,0.0448179271709,0.0,0.0,0.25,0.996532919698,0.0,0.6,0
0.0113636363636,0.111111111111,0.0,0.00224089635854,0.0,0.141814712879,0.25,0.993625521307,0.2,0.6,0
0.0340909090909,0.0,0.0,0.0330532212885,0.0,0.0,0.25,0.996137576091,0.0,0.6,0
0.0340909090909,0.0555555555556,0.205882352941,0.0162464985994,0.146317731599,0.441752695597,0.25,0.846596643864,0.0,0.6,4
0.0113636363636,0.0,0.0,0.157983193277,0.0,0.0,0.25,0.10306450906,0.1,0.6,2
0.102272727273,0.0555555555556,0.0,0.00112044817927,0.0,0.00506331322072,0.25,0.996726723251,0.1,0.6,0
0.0113636363636,0.0,0.0,0.0913165266106,0.0,0.0,0.25,0.996219565113,0.1,0.6,0
0.0340909090909,0.0555555555556,0.0,0.00280112044818,0.0,0.113541764162,0.25,0.996231069393,0.0,0.6,0
0.0227272727273,0.0,0.0,0.140336134454,0.0,0.0,0.5,0.995862910573,0.1,0.8,0
0.0340909090909,0.0555555555556,0.0,0.0918767507003,0.0,0.0684507825598,0.25,0.994232090257,0.1,0.6,0
0.0227272727273,0.0,0.0882352941176,0.00420168067227,0.115481713406,0.0,0.25,0.598953382225,0.0,0.6,2
0.0113636363636,0.0,0.0,0.0047619047619,0.0,0.0,0.25,0.21007106251,0.0,0.6,2
0.0454545454545,0.166666666667,0.0,0.012324929972,0.0,0.0657747596046,0.25,0.996721465146,0.3,0.6,0
0.0227272727273,0.0,0.0,0.0296918767507,0.0,0.0,0.25,0.412555274887,0.1,0.6,2
0.0113636363636,0.0,0.0,0.214565826331,0.0,0.0,0.25,0.996852684966,0.0,0.6,0
0.0227272727273,0.0,0.0294117647059,0.00392156862745,0.00274626156147,0.0,0.25,0.995734598638,0.1,0.6,0
0.0113636363636,0.0,0.0,0.00392156862745,0.0,0.0,0.25,0.997224592699,0.1,0.6,0
0.0340909090909,0.0,0.0,0.00616246498599,0.0,0.0,0.625,0.996837848387,0.0,0.5,3
0.0340909090909,0.0555555555556,0.411764705882,0.00224089635854,0.501831562949,0.0133372982683,0.25,0.99632540362,0.0,0.6,4
0.0340909090909,0.0,0.0,0.0526610644258,0.0,0.0,0.25,0.99560228303,0.1,0.6,0
0.0113636363636,0.0,0.0,0.049299719888,0.0,0.0,0.25,0.995527624246,0.1,0.6,0
0.0113636363636,0.5,0.0294117647059,0.00224089635854,0.311287164511,0.506509779973,0.25,0.571605611023,0.1,0.6,4
0.0454545454545,0.0,0.0,0.03081232493,0.0,0.0,0.25,0.991785281998,0.0,0.6,0
0.0227272727273,0.0555555555556,0.0,0.462464985994,0.0,0.0111121760569,0.25,0.996406117059,0.0,0.6,1
0.0227272727273,0.0,0.0,0.0229691876751,0.0,0.0,0.25,0.996442809751,0.1,0.6,0
0.0681818181818,0.0555555555556,0.176470588235,0.00392156862745,0.0826475041364,0.018054768633,0.5,0.933150683325,0.0,0.4,3
0.0113636363636,0.0555555555556,0.0588235294118,0.00168067226891,0.136955630908,0.239365506817,0.25,0.994470947231,0.1,0.6,4
0.0113636363636,0.0,0.0,0.00336134453782,0.0,0.0,0.25,0.996709284448,0.1,0.6,0
0.102272727273,0.0555555555556,0.0,0.036974789916,0.0,0.017906005413,0.25,0.99682505023,0.1,0.6,0
0.0113636363636,0.0,0.0,0.00280112044818,0.0,0.0,0.25,0.996532681619,0.0,0.6,0
0.0340909090909,0.0555555555556,0.0,0.0201680672269,0.0,0.0264543631727,0.25,0.0295185302181,0.0,0.6,2
0.0340909090909,0.333333333333,0.0,0.247058823529,0.0,0.156869092283,0.25,0.771842477483,0.1,0.6,0
0.0340909090909,0.0555555555556,0.0,0.00728291316527,0.0,0.00157297333051,0.25,0.996361995838,0.0,0.6,0
0.318181818182,0.111111111111,0.0,0.00196078431373,0.0,0.0198306994882,0.25,0.995617177218,0.2,0.6,0
0.0454545454545,0.0,0.0,0.318207282913,0.0,0.0,0.25,0.995405133255,0.2,0.6,1
0.0113636363636,0.0,0.0,0.0504201680672,0.0,0.0,0.25,0.996821584062,0.0,0.6,0
0.0227272727273,0.0,0.0,0.0271708683473,0.0,0.0,0.25,0.9960693542,0.1,0.6,0
0.0,0.166666666667,0.0,0.0,0.0,0.0370319908666,0.5,0.969231826892,0.0,0.4,3
0.0113636363636,0.0,0.0,0.0280112044818,0.0,0.0,0.25,0.996087374005,0.4,0.6,0
0.0568181818182,0.0,0.0,0.0,0.0,0.0,0.25,0.996802216406,0.2,0.6,0
0.0113636363636,0.111111111111,0.0,0.00112044817927,0.0,0.0473806534705,0.625,0.183873573995,0.0,0.5,2
0.0113636363636,0.0,0.0,0.024649859944,0.0,0.0,0.25,0.99618779565,0.1,0.6,0
0.0227272727273,0.0,0.0,0.250420168067,0.0,0.0,0.25,0.996759663455,0.1,0.6,0
0.0113636363636,0.0,0.0,0.0672268907563,0.0,0.0,0.25,0.995730092595,0.0,0.6,0
0.0113636363636,0.0555555555556,0.0,0.609523809524,0.0,0.0821170238691,0.25,0.995964133826,0.2,0.6,1
0.0,0.0555555555556,0.0882352941176,0.174229691877,0.0488627150207,0.0264376564373,0.25,0.896674213623,0.1,0.6,0
0.0113636363636,0.0,0.0,0.00616246498599,0.0,0.0,0.25,0.996222673472,0.1,0.6,0
0.0340909090909,0.0,0.0,0.0078431372549,0.0,0.0,0.625,0.995969557242,0.0,0.7,3
0.0113636363636,0.0,0.0,0.439775910364,0.0,0.0,0.25,0.995833836436,0.0,0.6,1
0.0,0.0,0.0,0.0201680672269,0.0,0.0,0.25,0.231599236561,0.0,0.6,2
0.0113636363636,0.0,0.0,0.000560224089636,0.0,0.0,0.25,0.974653545102,0.1,0.6,0
0.0113636363636,0.0555555555556,0.0,0.00112044817927,0.0,0.048061983952,0.25,0.86763869162,0.1,0.6,0
0.0227272727273,0.0,0.0,0.119887955182,0.0,0.0,0.25,0.996371270031,0.0,0.6,0
0.0113636363636,0.0555555555556,0.0,0.877871148459,0.0,0.0976676067474,0.25,0.979618720077,0.3,0.6,1
0.0113636363636,0.0,0.0,0.0162464985994,0.0,0.0,0.25,0.99646741716,0.1,0.6,0
0.0113636363636,0.0,0.0,0.0198879551821,0.0,0.0,0.58333333333,0.659235393187,0.0,0.0666666666664,3
0.0340909090909,0.0555555555556,0.0,0.0380952380952,0.0,0.000982428093878,0.25,0.627845383141,0.0,0.6,2
0.0227272727273,0.0,0.0,0.00728291316527,0.0,0.0,0.25,0.996277363911,0.0,0.6,0
0.0568181818182,0.0,0.0,0.00504201680672,0.0,0.0,0.25,0.996351074744,0.0,0.6,0
0.0113636363636,0.0555555555556,0.0294117647059,0.00448179271709,0.0322804592115,0.268074828623,0.25,0.996853447259,0.0,0.6,0
0.0113636363636,0.0,0.0,0.0745098039216,0.0,0.0,0.25,0.995546085264,0.1,0.6,0
0.0113636363636,0.0,0.0,0.838095238095,0.0,0.0,0.25,0.996276568856,0.0,0.6,1
0.0113636363636,0.0,0.0,0.00168067226891,0.0,0.0,0.625,0.995630022301,0.0,0.5,3
0.0909090909091,0.111111111111,0.0,0.0274509803922,0.0,0.0828317743558,0.25,0.86322042133,0.1,0.6,0
0.0113636363636,0.0,0.0,0.341736694678,0.0,0.0,0.25,0.996500152048,0.1,0.6,1
0.0454545454545,0.0,0.0,0.0145658263305,0.0,0.0,0.25,0.943436071057,0.1,0.6,0
0.0113636363636,0.0,0.0,0.00168067226891,0.0,0.0,0.25,0.996550289793,0.1,0.6,0
0.0454545454545,0.111111111111,0.0,0.00112044817927,0.0,0.0214561866799,0.25,0.995503597839,0.0,0.6,0
0.0227272727273,0.0,0.0,0.00280112044818,0.0,0.0,0.25,0.730653959742,0.0,0.6,0
0.0340909090909,0.0,0.0,0.00504201680672,0.0,0.0,0.25,0.996695335574,0.0,0.6,0
0.0113636363636,0.0,0.0,0.00280112044818,0.0,0.0,0.25,0.996408141829,0.0,0.6,0
0.0227272727273,0.0,0.0,0.156302521008,0.0,0.0,0.25,0.99633855917,0.0,0.6,0
0.0113636363636,0.0,0.0,0.0868347338936,0.0,0.0,0.25,0.996385513519,0.0,0.6,0
0.0454545454545,0.0,0.0,0.00224089635854,0.0,0.0,0.25,0.955071261025,0.3,0.6,0
