,NP,NB,NF,MP,SR,RL,TP,session_no,cluster_size,mean_grade
0,0.015625,0.0,0.0,0.018487394958,0.0,0.0,0.995466466119,0.0,2743,0.808603718556
1,0.0,0.0,0.0,0.053781512605,0.0,0.0,0.252895566705,0.1,378,0.739470899471
2,0.0078125,0.0,0.0,0.519614309804,0.0,0.0,0.995943178588,0.0,137,0.799270072993
3,0.0078125,0.0,0.0,0.162474886835,0.0,0.0,0.996298653492,0.0,500,0.81378
