,NP,NB,NF,MP,SR,RL,TP,session_no,cluster_size,mean_grade
0,0.00151745068285,0.0,0.0,0.355154639175,0.0,0.0,0.927233503257,0.0,367,0.327874659401
1,0.00151745068285,0.03125,0.0,0.0386597938144,0.0,0.0170776127335,0.281406590787,0.0434782608696,1451,0.215616815989
2,0.00303490136571,0.0,0.0,0.0873711340206,0.0,0.0,0.926816551743,0.0,1292,0.323289473684
3,0.00455235204856,0.0,0.0,0.0123711340206,0.0,0.0,0.927293142722,0.0,4792,0.339839315526
