,NP,NB,NF,MP,SR,RL,TP,session_no,cluster_size,mean_grade
0,0.0137931034483,0.0449438202247,0.0344827586207,0.0230530074614,0.0395949770012,0.173949875368,0.865605209146,0.0078125,1941,0.55180319423
1,0.00689655172414,0.0112359550562,0.0,0.0184424059691,0.0,0.00128759915189,0.882697844617,0.0078125,8313,0.586411644412
2,0.00229885057471,0.0112359550562,0.0,0.0388058958933,0.0,0.0139261782213,0.286452667903,0.0,3936,0.525797764228
3,0.00229885057471,0.0,0.0,0.184649744408,0.0,0.0,0.866667107425,0.0078125,1415,0.572791519435
