,NP,NB,NF,MP,SR,RL,TP,session_no,cluster_size,mean_grade,dropouts
0,0.0122448979592,0.0,0.0,0.0186500888099,0.0,0.0,0.893952587059,0.0,3983,0.128950539794,0.150538511749
1,0.0204081632653,0.0106382978723,0.0,0.0133214920071,0.0,0.0169234829628,0.86568979634,0.0454545454545,3784,0.128179175476,0.144908616188
2,0.00816326530612,0.0106382978723,0.0142857142857,0.270426287744,0.00305799627792,0.00710400648202,0.893953684568,0.0,947,0.105258711721,0.0392460835509
3,0.00816326530612,0.0,0.0,0.0324156305506,0.0,0.0,0.247128640739,0.0454545454545,3542,0.080827216262,0.182033289817
